Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood,SE_Bio_Gasoline_Herb,MIDAT_Bio_Gasoline_Herb,NE_Bio_Gasoline_Herb,SE_Bio_Gasoline_Wood,MIDAT_Bio_Gasoline_Wood,NE_Bio_Gasoline_Wood,SE_Bio_FT_Herb,MIDAT_Bio_FT_Herb,NE_Bio_FT_Herb,SE_Bio_FT_Wood,MIDAT_Bio_FT_Wood,NE_Bio_FT_Wood,SE_BECCS_FT_Herb,MIDAT_BECCS_FT_Herb,NE_BECCS_FT_Herb,SE_BECCS_FT_Wood,MIDAT_BECCS_FT_Wood,NE_BECCS_FT_Wood,SE_Bio_NaturalGas_Herb,MIDAT_Bio_NaturalGas_Herb,NE_Bio_NaturalGas_Herb,SE_Bio_NaturalGas_Wood,MIDAT_Bio_NaturalGas_Wood,NE_Bio_NaturalGas_Wood,SE_BECCS_NaturalGas_Herb,MIDAT_BECCS_NaturalGas_Herb,NE_BECCS_NaturalGas_Herb,SE_BECCS_NaturalGas_Wood,MIDAT_BECCS_NaturalGas_Wood,NE_BECCS_NaturalGas_Wood,SE_Synthetic_NaturalGas,MIDAT_Synthetic_NaturalGas,NE_Synthetic_NaturalGas,SE_Synthetic_FT,MIDAT_Synthetic_FT,NE_Synthetic_FT
75,0.249490884,0.562452531,0.249490884,0,0.605087482,0.731633408,0.605087482,0,0.327742991,0.327742991,0,0.009998873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420127882,0.418136121,0.692397239,0.547111714,0.448134244,0.709013804,0.780047997,0.574716473,0.802125742,0.758948331,0.748015541,0.418943991,0.608225783,0.619655156,0.510067221,0.787909268,0.768977158,0.769244751,0.699291723,0.715498772,0.808875031,0.632991678,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
76,0.249490884,0.521681741,0.249490884,0,0.605087482,0.716686194,0.605087482,0,0.327742991,0.327742991,0,0.002948011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405328153,0.40293147,0.655859994,0.580671778,0.445021258,0.713481614,0.780439798,0.520940081,0.795655383,0.744839642,0.73976201,0.327418375,0.577876118,0.591902976,0.511802046,0.792574899,0.76509436,0.765724736,0.689940405,0.684812954,0.807744728,0.641391482,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
77,0.249490884,0.493060265,0.249490884,0,0.605087482,0.69699126,0.605087482,0,0.327742991,0.327742991,0,0.008757591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390857486,0.38975668,0.598112061,0.594736238,0.430623689,0.721054078,0.780658046,0.473520822,0.753454886,0.725561884,0.742010276,0.27002012,0.558825443,0.57650989,0.489921662,0.790804778,0.759924065,0.761296625,0.662065014,0.649462926,0.808965451,0.641353321,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
78,0.249490884,0.463064023,0.249490884,0,0.605087482,0.680001778,0.605087482,0.00698484,0.327742991,0.327742991,0,0.005826035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008139003,0.0114579,0.014487869,0.008956547,0,0.012748855,0.001077227,0.375800989,0.379402615,0.553439959,0.590327658,0.417451735,0.717186732,0.785646975,0.45025075,0.721527386,0.673806168,0.739535169,0.244373207,0.540387103,0.549586225,0.428577167,0.78801984,0.767195513,0.76140787,0.656295831,0.611071775,0.808919064,0.642521774,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
79,0.249490884,0.438948445,0.249490884,0.138574806,0.605087482,0.66342592,0.605087482,0.272523856,0.327742991,0.327742991,0.066489826,0.031557761,0.022462501,0.159704603,0.050527425,0.010031309,0.008751018,0.139060441,0.110542225,0.009638181,0.24924985,0.22286484,0.26155095,0.031647063,0.181301845,0.18263354,0.082065622,0.312263827,0.33110258,0.323915679,0.310517325,0.203501641,0.341690923,0.254741203,0.362712139,0.317192855,0.55028268,0.561065912,0.408150197,0.716064103,0.793723751,0.436478021,0.60172232,0.621331339,0.694212285,0.252755583,0.525538311,0.531426369,0.327436535,0.790211224,0.778347408,0.757206014,0.657803571,0.573376506,0.80788099,0.651221366,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
80,0.249490884,0.389291171,0.249490884,0.608811309,0.605087482,0.630061576,0.605087482,0.789553355,0.327742991,0.327742991,0.410703955,0.069721363,0.315664156,0.693572961,0.450577097,0.184009443,0.225958944,0.612638044,0.573722367,0.168087004,0.809430147,0.781515732,0.815592477,0.344785046,0.73198815,0.716601718,0.474265453,0.84674699,0.846804769,0.804157513,0.838921357,0.738363482,0.850431894,0.8114517,0.348938326,0.248587351,0.528956997,0.489720431,0.395695521,0.615887978,0.760227055,0.425200962,0.68809795,0.58819865,0.731174486,0.254748013,0.493956315,0.431427533,0.195714741,0.799091766,0.778815983,0.762088805,0.666354958,0.491402166,0.808953317,0.652841712,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
81,0.249490884,0.308201866,0.249490884,0.809793476,0.605087482,0.597850692,0.605087482,0.890032011,0.327742991,0.327742991,0.673395831,0.134785041,0.64539505,0.865753602,0.740181662,0.480078646,0.602686774,0.802500841,0.762404252,0.436346371,0.902690409,0.904522993,0.898411227,0.664505849,0.902514455,0.861027629,0.706108536,0.910935578,0.902391659,0.85972565,0.902556255,0.903021473,0.900909828,0.912281425,0.21538613,0.166280226,0.331261066,0.262542054,0.293097668,0.370142912,0.427842952,0.297511999,0.602207502,0.547061072,0.728679252,0.159637577,0.420879581,0.342528816,0.103955333,0.801845077,0.782696231,0.765248741,0.688445033,0.410734696,0.80896482,0.654274619,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
82,0.249490884,0.258484694,0.249490884,0.77494279,0.605087482,0.583951362,0.605087482,0.818059253,0.327742991,0.327742991,0.723730084,0.097322181,0.741496383,0.8621503,0.76266064,0.56759559,0.727059496,0.788968991,0.725344506,0.577601945,0.834515375,0.841786935,0.830238559,0.686382501,0.833346735,0.808535096,0.699096797,0.839566107,0.829829342,0.783463174,0.827140775,0.837235936,0.829014435,0.83473164,0.085318592,0.082651191,0.22664894,0.187862851,0.129563389,0.320620916,0.323323159,0.141625535,0.522317608,0.496710935,0.731111246,0.095029849,0.375056476,0.286710139,0.081360609,0.804949997,0.775984428,0.766069733,0.692482944,0.374005722,0.808615598,0.684077405,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
83,0.249490884,0.229189044,0.249490884,0.708889237,0.605087482,0.576658877,0.605087482,0.751305139,0.327742991,0.327742991,0.721779625,0.055275332,0.750847411,0.830767583,0.756713763,0.612040698,0.696318786,0.752049449,0.723412837,0.635399908,0.771679912,0.77751876,0.769564534,0.601661845,0.770596754,0.740072554,0.659299971,0.773287534,0.765918375,0.722061396,0.759658588,0.76785487,0.766816831,0.757315004,0.073778663,0.076881389,0.232736919,0.182975201,0.076823338,0.295731194,0.347994047,0.120906568,0.482533349,0.449977796,0.707379316,0.101612063,0.333850522,0.234540248,0.050202234,0.795854987,0.778306645,0.772553477,0.694897149,0.349397454,0.80810789,0.706697475,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
84,0.249490884,0.197860457,0.249490884,0.684026439,0.605087482,0.567269227,0.605087482,0.745714106,0.327742991,0.327742991,0.706381926,0.032708831,0.734535527,0.810679584,0.748109103,0.609885017,0.647935749,0.725819965,0.714904606,0.649245372,0.754171388,0.754588249,0.754753941,0.594000434,0.746171787,0.703012198,0.623897919,0.764726966,0.763167423,0.733615482,0.757467905,0.747089794,0.764543862,0.746497433,0.078798714,0.117369929,0.270874079,0.17787076,0.059597367,0.287026725,0.309035014,0.114671728,0.471022097,0.387066348,0.66544565,0.104545677,0.285324894,0.188262304,0.025717756,0.788656922,0.772754448,0.774901646,0.706790548,0.325308052,0.808650026,0.706329761,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
85,0.249490884,0.172904648,0.249490884,0.703628947,0.605087482,0.550758497,0.605087482,0.804624146,0.327742991,0.327742991,0.710504008,0.040506165,0.728662848,0.814947024,0.758874971,0.605682351,0.636702222,0.730174929,0.732360252,0.670274234,0.792762718,0.78730149,0.796243199,0.610673402,0.777981068,0.72621223,0.606364502,0.818536222,0.8228307,0.806089318,0.821077498,0.792308466,0.822443842,0.80884809,0.081315777,0.154012683,0.279958917,0.162809827,0.068627927,0.255817949,0.237019705,0.114143403,0.424745538,0.356245672,0.600362846,0.101981542,0.235837378,0.160066432,0.017153999,0.772791337,0.776106908,0.7703424,0.718863743,0.292111953,0.808403548,0.688586895,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
86,0.249490884,0.154741841,0.249490884,0.739305846,0.605087482,0.528585263,0.605087482,0.877422666,0.327742991,0.327742991,0.730547511,0.060951933,0.743746069,0.82105305,0.767798671,0.627975566,0.661690322,0.758000302,0.756121653,0.698926323,0.850597343,0.840250633,0.858273257,0.616217765,0.83203629,0.773668407,0.619669577,0.887503518,0.893694784,0.88006149,0.896780612,0.862531804,0.891424398,0.888366952,0.087191809,0.178841654,0.267002125,0.162130342,0.084018217,0.214723461,0.185889555,0.118133309,0.355765495,0.326685455,0.549100627,0.115643911,0.189193425,0.137372058,0.006810208,0.754169314,0.769661921,0.762393265,0.723385729,0.254007836,0.80384774,0.653121718,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
87,0.249490884,0.147591607,0.249490884,0.722926643,0.605087482,0.504560829,0.605087482,0.821147043,0.327742991,0.327742991,0.73524055,0.148395017,0.764377929,0.804549491,0.757854335,0.636108,0.66049178,0.77225456,0.731605159,0.727846816,0.870315433,0.844054629,0.87432538,0.537275394,0.842693828,0.761376122,0.627290013,0.862276312,0.846146177,0.75103246,0.845771552,0.859402976,0.847221722,0.850226883,0.093551869,0.186323556,0.258268538,0.168851997,0.100535938,0.180292083,0.158398513,0.138173625,0.363567078,0.293607955,0.505601056,0.155982357,0.155078466,0.111398672,0.006173057,0.723583927,0.747072429,0.755119476,0.708576794,0.217242288,0.793197747,0.622322853,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
88,0.249490884,0.14688819,0.249490884,0.488409591,0.605087482,0.478261908,0.605087482,0.353027443,0.327742991,0.327742991,0.64267851,0.307537794,0.765154955,0.684277651,0.679828025,0.541850147,0.593534226,0.616556455,0.572358174,0.672901431,0.54911143,0.50934029,0.522852071,0.373715143,0.524459309,0.550875898,0.474345251,0.405800578,0.348747341,0.222152506,0.334270869,0.465967785,0.357995466,0.363356374,0.106463327,0.189781169,0.260006659,0.172641632,0.123986771,0.158311571,0.153633548,0.161959643,0.380321333,0.219651019,0.467837266,0.187335823,0.143318679,0.102727649,0.023014476,0.655576786,0.710134998,0.736866873,0.666787582,0.19217207,0.77079378,0.598668066,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
89,0.249490884,0.203646469,0.249490884,0.094941833,0.605087482,0.483430849,0.605087482,0.020577562,0.327742991,0.327742991,0.278213264,0.233406991,0.435910012,0.265482569,0.301698231,0.224616698,0.396513387,0.149168682,0.185922211,0.319692394,0.057295753,0.06636014,0.050068367,0.103355572,0.068694773,0.115915724,0.119976928,0.02416262,0.014090131,0.001103538,0.012297843,0.041651609,0.015566203,0.017756454,0.126962727,0.202024159,0.270908191,0.222103267,0.14997701,0.188308864,0.184354181,0.19605172,0.416353087,0.224199056,0.471892607,0.282613145,0.165237944,0.157133883,0.108269134,0.577545778,0.706483145,0.707125394,0.65482643,0.232496006,0.652021092,0.619310529,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
90,0.249490884,0.31661976,0.249490884,0,0.605087482,0.490985827,0.605087482,0,0.327742991,0.327742991,0.018508654,0.209132209,0.036233645,0.007796243,0.012891417,0.011758085,0.063304997,0,0.001227464,0.023215631,0,0,0,0.001003855,0,0,0,0,0,0,0,0,0,0,0.260849216,0.240743425,0.434146863,0.385895447,0.254024011,0.308243123,0.345862844,0.359870637,0.567526613,0.291755145,0.593789957,0.467775693,0.197505991,0.24645508,0.282416429,0.604721271,0.711503901,0.674127939,0.669486891,0.269294491,0.648147688,0.61036804,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
91,0.249490884,0.39102167,0.249490884,0,0.605087482,0.495641728,0.605087482,0,0.327742991,0.327742991,0,0.247173235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404015185,0.299414228,0.599489393,0.527709001,0.396252182,0.43510753,0.51778048,0.537122794,0.551365761,0.342471195,0.544781583,0.601905594,0.220863141,0.289812015,0.429557066,0.626415963,0.716738797,0.653641792,0.677281693,0.293763372,0.666341984,0.588928545,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
92,0.249490884,0.441376687,0.249490884,0,0.605087482,0.489012941,0.605087482,0,0.327742991,0.327742991,0,0.12338116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526925524,0.33541066,0.704429609,0.618761126,0.485296837,0.540968306,0.64009216,0.658023988,0.432338341,0.341696406,0.535272805,0.687449004,0.260271068,0.316787854,0.52036905,0.632477529,0.711931678,0.636609896,0.662411168,0.296970385,0.63756166,0.571163633,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
93,0.249490884,0.477181301,0.249490884,0,0.605087482,0.493606074,0.605087482,0,0.327742991,0.327742991,0,0.272643238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592425928,0.360294471,0.750047292,0.670368351,0.513241278,0.591124613,0.70677561,0.733559571,0.318998153,0.315609082,0.490590956,0.732652284,0.308842186,0.344564525,0.589526222,0.691410427,0.681550227,0.633387512,0.658611718,0.3176579,0.673582959,0.513614655,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
94,0.249490884,0.497352543,0.249490884,0,0.605087482,0.500416933,0.605087482,0,0.327742991,0.327742991,0,0.256776005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610624418,0.37297098,0.771246279,0.705527993,0.521468247,0.609725453,0.726656209,0.770206833,0.21288708,0.27153141,0.400784461,0.758613909,0.337284985,0.371724258,0.636678749,0.678508227,0.678615781,0.63357839,0.62972172,0.346309559,0.659026398,0.471433171,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
