Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood,SE_Bio_Gasoline_Herb,MIDAT_Bio_Gasoline_Herb,NE_Bio_Gasoline_Herb,SE_Bio_Gasoline_Wood,MIDAT_Bio_Gasoline_Wood,NE_Bio_Gasoline_Wood,SE_Bio_FT_Herb,MIDAT_Bio_FT_Herb,NE_Bio_FT_Herb,SE_Bio_FT_Wood,MIDAT_Bio_FT_Wood,NE_Bio_FT_Wood,SE_BECCS_FT_Herb,MIDAT_BECCS_FT_Herb,NE_BECCS_FT_Herb,SE_BECCS_FT_Wood,MIDAT_BECCS_FT_Wood,NE_BECCS_FT_Wood,SE_Bio_NaturalGas_Herb,MIDAT_Bio_NaturalGas_Herb,NE_Bio_NaturalGas_Herb,SE_Bio_NaturalGas_Wood,MIDAT_Bio_NaturalGas_Wood,NE_Bio_NaturalGas_Wood,SE_BECCS_NaturalGas_Herb,MIDAT_BECCS_NaturalGas_Herb,NE_BECCS_NaturalGas_Herb,SE_BECCS_NaturalGas_Wood,MIDAT_BECCS_NaturalGas_Wood,NE_BECCS_NaturalGas_Wood,SE_Synthetic_NaturalGas,MIDAT_Synthetic_NaturalGas,NE_Synthetic_NaturalGas,SE_Synthetic_FT,MIDAT_Synthetic_FT,NE_Synthetic_FT
424,0.11901645,0.185800269,0.11901645,0.790691063,0.384483059,0.302497304,0.384483059,0.474550154,0.218073265,0.218073265,0.707884186,0.183387414,0.817043315,0.480984846,0.68948268,0.6743203,0.724306055,0.740670538,0.739641835,0.762398722,0.695923006,0.730983091,0.655861937,0.858240819,0.787243064,0.745604181,0.825137357,0.600346255,0.480593223,0.163582594,0.37499123,0.720818823,0.39268487,0.659893569,0.049206427,0.167265138,0.029697603,0.002040806,0.052627421,0.038899189,0.014648653,0.007341006,0.185153646,0.300236571,0.159986025,0.024101866,0.361049467,0.195560274,0.138762369,0.126857432,0.176527466,0.234907201,0.312288603,0.343748363,0.060613735,0.556577663,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
425,0.11901645,0.156113362,0.11901645,0.614597448,0.384483059,0.264092191,0.384483059,0.324319561,0.218073265,0.218073265,0.568656472,0.180425107,0.703783362,0.341601999,0.57782796,0.545838746,0.622081712,0.561877241,0.579057863,0.596964488,0.490654645,0.524140573,0.42864299,0.743374097,0.57037306,0.547373341,0.694930238,0.369836161,0.281051683,0.121995102,0.26528058,0.513659434,0.230872386,0.368900813,0.046611869,0.180093949,0.042905215,0.002643495,0.040385458,0.031358263,0.023853721,0.00567442,0.30064869,0.155416887,0.165579852,0.022381285,0.306977762,0.178855954,0.120743582,0.169092692,0.171020299,0.201830545,0.259406732,0.295853,0.039558784,0.505756184,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
426,0.11901645,0.144589402,0.11901645,0.200271339,0.384483059,0.2745818,0.384483059,0.067771384,0.218073265,0.218073265,0.226857946,0.216559231,0.336967343,0.086179543,0.209550967,0.254422198,0.363623302,0.151495008,0.167604035,0.2669481,0.091177603,0.110196855,0.078865493,0.343051143,0.152282832,0.136972536,0.245086132,0.055869887,0.037002276,0.018261688,0.049272126,0.124044635,0.023907308,0.07050597,0.042065825,0.175887264,0.058288693,0.00614263,0.032996444,0.022333491,0.036229537,0.009826246,0.211239444,0.086167442,0.172829276,0.032672318,0.309689984,0.151028259,0.099631613,0.199095796,0.136416084,0.228724197,0.23532085,0.306117739,0.020832125,0.512767844,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
427,0.11901645,0.169243434,0.11901645,0.007043431,0.384483059,0.346116623,0.384483059,0,0.218073265,0.218073265,0.013632378,0.302505732,0.024061573,0,0.00544439,0.020052937,0.039263984,0,0.001402845,0.023024545,0,0,0,0.0240017,0.001254918,0,0.007568716,0,0,0,0,0,0,0,0.062905933,0.171002254,0.114774139,0.025786363,0.046396077,0.02292691,0.06686123,0.033944867,0.197691359,0.076747451,0.119408912,0.053873851,0.357348852,0.183433798,0.114066071,0.221992896,0.233174345,0.27601176,0.300888239,0.403558041,0.090405539,0.539108738,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
428,0.11901645,0.150706196,0.11901645,0,0.384483059,0.38093292,0.384483059,0,0.218073265,0.218073265,0,0.194639549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070589797,0.179475023,0.158756926,0.055426639,0.067559692,0.018063471,0.089455679,0.06954247,0.132081709,0.070245657,0.106203416,0.055028515,0.312541289,0.172195168,0.078526763,0.248351252,0.260417281,0.334298707,0.363338586,0.434765501,0.199359477,0.450058003,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
429,0.11901645,0.128274956,0.11901645,0,0.384483059,0.405057146,0.384483059,0,0.218073265,0.218073265,0,0.19095552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066410279,0.16252203,0.185491432,0.08813593,0.071290977,0.012742109,0.106477884,0.101925661,0.108622579,0.061872868,0.131356892,0.039984957,0.246229559,0.170799583,0.058256299,0.287618423,0.265705721,0.423119035,0.413177378,0.421258691,0.298192604,0.3792563,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
430,0.11901645,0.112604172,0.11901645,0,0.384483059,0.410875955,0.384483059,0,0.218073265,0.218073265,0,0.234290928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058831796,0.132351181,0.222561719,0.116693257,0.082120697,0.015465379,0.118994405,0.128849777,0.041188842,0.057233012,0.167777816,0.037129506,0.188987511,0.169990602,0.043294045,0.27727492,0.269471402,0.51260758,0.434377651,0.375433656,0.275765886,0.31713992,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
431,0.11901645,0.098044929,0.11901645,0,0.384483059,0.391562684,0.384483059,0,0.218073265,0.218073265,0,0.273769259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055480243,0.092271002,0.254450474,0.137765293,0.102582458,0.021800623,0.117767149,0.14350301,0.055726582,0.059724456,0.177789072,0.037101425,0.14621024,0.151862226,0.038971927,0.242373909,0.293925018,0.572626058,0.429384018,0.299383137,0.272600503,0.245618397,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
432,0.11901645,0.08546489,0.11901645,0,0.384483059,0.370161891,0.384483059,0,0.218073265,0.218073265,0,0.367261708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631111,0.068283528,0.290416787,0.150736492,0.128654865,0.027903917,0.096692539,0.155020128,0.067255867,0.060027334,0.182971347,0.040599849,0.106604782,0.134895426,0.036947361,0.228003876,0.333258257,0.601085984,0.433354901,0.233171557,0.341160853,0.189188801,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
433,0.11901645,0.077280988,0.11901645,0,0.384483059,0.349400658,0.384483059,0,0.218073265,0.218073265,0,0.401571631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045125501,0.052838934,0.308296452,0.164241022,0.168243457,0.039280879,0.099643049,0.150266409,0.066392204,0.063281986,0.17501528,0.054932269,0.074698262,0.116463905,0.036478078,0.236942292,0.38094249,0.602393738,0.410472542,0.187842853,0.381301852,0.153229693,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
434,0.11901645,0.073467125,0.11901645,0,0.384483059,0.332894779,0.384483059,0,0.218073265,0.218073265,0,0.497418553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042039354,0.05092612,0.320144306,0.183453232,0.197867756,0.051386656,0.076211361,0.149148953,0.069345671,0.068643187,0.16241253,0.070192043,0.053979411,0.103630164,0.036439472,0.249143014,0.411428739,0.590576924,0.374756994,0.161173088,0.395689653,0.152475509,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
435,0.11901645,0.07360225,0.11901645,0,0.384483059,0.31728236,0.384483059,0,0.218073265,0.218073265,0,0.63180995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041972376,0.055214497,0.316192045,0.208250232,0.228278715,0.059294544,0.056624307,0.15135475,0.075313212,0.069859821,0.147411818,0.092124564,0.041502415,0.090010225,0.042374765,0.274507962,0.421369084,0.571069676,0.352029715,0.141401947,0.299941926,0.15846624,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
436,0.11901645,0.076662928,0.11901645,0,0.384483059,0.30547409,0.384483059,0.00255167,0.218073265,0.218073265,0,0.610980868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007814373,0,0,0,0,0.04450343,0.067478617,0.302826441,0.204639836,0.252494992,0.063806602,0.039999365,0.144616478,0.094673276,0.071230159,0.121920822,0.117210644,0.036695848,0.072640312,0.060173877,0.268641855,0.38156296,0.551625757,0.33287381,0.137475299,0.281895079,0.160914875,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
437,0.11901645,0.083776024,0.11901645,0.02438438,0.384483059,0.295438189,0.384483059,0.155787389,0.218073265,0.218073265,0.00289386,0.525697649,0,0,0,0,0,0.012813283,0.003597437,0,0.049511179,0.037863126,0.060641402,0.002860978,0.046773592,0.018978973,0.010220044,0.119395453,0.153668425,0.246847103,0.166857288,0.079903706,0.143949637,0.143052732,0.054135303,0.063150901,0.288285269,0.199680644,0.253828701,0.063401841,0.027644582,0.122274147,0.086477055,0.062406844,0.102514195,0.150185592,0.030324716,0.064087256,0.083214112,0.290992102,0.330849217,0.534694213,0.3193087,0.133932331,0.253436724,0.16372835,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
438,0.11901645,0.093097844,0.11901645,0.312478354,0.384483059,0.258872789,0.384483059,0.606061087,0.218073265,0.218073265,0.12205834,0.429409504,0.050890425,0.112834495,0.109000112,0.092995364,0.01452127,0.269048642,0.190518294,0.056215437,0.437401615,0.403727982,0.462887492,0.198637908,0.429144593,0.277346509,0.25142041,0.576348304,0.629192551,0.730313154,0.64100546,0.494560424,0.612482182,0.56650851,0.061518525,0.070347923,0.291514357,0.223500526,0.227949749,0.056651068,0.027216768,0.110296792,0.052294782,0.051939689,0.095223376,0.179122074,0.02417367,0.06044797,0.121425276,0.272416278,0.264413272,0.435368724,0.310615277,0.135070668,0.252469697,0.154219552,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
439,0.11901645,0.095352218,0.11901645,0.703821746,0.384483059,0.135900117,0.384483059,0.856248052,0.218073265,0.218073265,0.450403522,0.417610347,0.333205014,0.495630671,0.502338285,0.432462235,0.151043179,0.673984,0.597590803,0.293109146,0.78350415,0.767118002,0.795221471,0.664487973,0.798545744,0.613946427,0.688148143,0.853323306,0.878035536,0.910871773,0.88023149,0.821160171,0.865848185,0.754157648,0.073469032,0.071385328,0.198832856,0.219788633,0.190808558,0.044428556,0.03203094,0.10579205,0.025188615,0.029370705,0.041438416,0.211098469,0.020070769,0.043321883,0.138319968,0.119590409,0.106624756,0.216242723,0.153288288,0.087892044,0.092654376,0.08072752,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
440,0.11901645,0.047816065,0.11901645,0.84093534,0.384483059,0.077925001,0.384483059,0.906625551,0.218073265,0.218073265,0.650974073,0.458580405,0.576281952,0.706161349,0.721692283,0.667154534,0.269024415,0.824039577,0.786062555,0.556240223,0.86281421,0.855471325,0.870910215,0.870104453,0.888780129,0.751151554,0.843686112,0.899746542,0.915932242,0.930241835,0.921144926,0.889089468,0.905861098,0.871362179,0.032327681,0.033009162,0.059225819,0.080741654,0.095213856,0.010117958,0.00554902,0.061633695,0.002106888,0.002589367,0,0.118177847,0.005150908,0.016205419,0.074820427,0.024889401,0.037278682,0.146904648,0.105890357,0.032647446,0.013613063,0.076251776,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
441,0.11901645,0.025048378,0.11901645,0.86888518,0.384483059,0.083461264,0.384483059,0.903011164,0.218073265,0.218073265,0.748537379,0.254280776,0.713890497,0.764044362,0.795809969,0.797574045,0.390567452,0.874902969,0.855203258,0.718423367,0.879479116,0.861963292,0.886517807,0.89358884,0.898358241,0.809960447,0.87378928,0.886521969,0.907792063,0.912271256,0.911904701,0.891499938,0.900109729,0.913527902,0.005999083,0.026099338,0.062558763,0.009257714,0.033233148,0.013666968,0.019983585,0.021614624,0,0,0,0.034277242,0.004384062,0.01933259,0.076404995,0.027082288,0.048376414,0.136449701,0.116821043,0.04399224,0.008653242,0.111811633,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
442,0.11901645,0.040456004,0.11901645,0.855375397,0.384483059,0.095601996,0.384483059,0.875580953,0.218073265,0.218073265,0.780788289,0.231759176,0.795416665,0.762205168,0.816234356,0.864800123,0.477541874,0.862584809,0.832315879,0.767066894,0.871685703,0.843248509,0.878910482,0.873371852,0.879937539,0.808033815,0.861578109,0.836277759,0.881342046,0.884505136,0.887033202,0.865277182,0.830342067,0.896310056,0.002975772,0.027415044,0.067909862,0.00972344,0.043241611,0.02199236,0.037865361,0.01985844,0,0.002502659,0,0.068091195,0.015498314,0.031155784,0.077980917,0.042027173,0.071068094,0.128528041,0.132720229,0.06694562,0.015102715,0.134287675,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
443,0.11901645,0.055628962,0.11901645,0.807499626,0.384483059,0.10913176,0.384483059,0.842508539,0.218073265,0.218073265,0.759703413,0.201474473,0.829058554,0.745503977,0.74705418,0.849897334,0.509445714,0.81088899,0.750049795,0.77873556,0.860527355,0.796742585,0.860552113,0.810963946,0.850171294,0.741310206,0.82700329,0.787586132,0.863883207,0.867350606,0.868886053,0.809982557,0.828385839,0.876874411,0.00274927,0.037078712,0.072482839,0.006805654,0.069833986,0.035051664,0.049576832,0.01920152,0.015263574,0.012347706,0.009064021,0.081443989,0.039345225,0.04427897,0.090177678,0.057541291,0.083831564,0.138513267,0.133415036,0.085557733,0.067201705,0.144079117,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
