time,MA_battery_discharge_edge,MA_battery_charge_edge,CT_battery_discharge_edge,CT_battery_charge_edge,ME_battery_discharge_edge,ME_battery_charge_edge,MA_natural_gas_combined_cycle_elec_edge,MA_natural_gas_combined_cycle_fuel_edge,MA_natural_gas_combined_cycle_co2_edge,CT_natural_gas_combined_cycle_elec_edge,CT_natural_gas_combined_cycle_fuel_edge,CT_natural_gas_combined_cycle_co2_edge,ME_natural_gas_combined_cycle_elec_edge,ME_natural_gas_combined_cycle_fuel_edge,ME_natural_gas_combined_cycle_co2_edge,MA_to_CT_transmission_edge,MA_to_ME_transmission_edge,MA_solar_pv_edge,CT_onshore_wind_edge,CT_solar_pv_edge,ME_onshore_wind_edge
422,0.0,870.9198332228244,0.0,208.86578583953346,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5900.0,-615.7104310707217,4941.91491906067,8389.787166215368,719.0786196241646,2047.7104310707218
423,0.0,870.9198332228244,0.0,611.5794144696486,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-5900.0,-1122.16589435697,4395.413253962164,8834.506266669006,662.0731478006421,2547.16589435697
424,0.0,870.9198332228244,0.0,438.1025905454262,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-5900.0,-2318.376155920547,3310.7131258591876,8834.506266669006,513.5963238764194,3755.376155920547
425,0.0,158.6337350132335,0.0,13.464808887445145,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-5900.0,-4000.0,1576.8535613132337,8834.506266669006,267.9585422184387,5523.0
426,254.22075134191857,0.0,-0.0,0.0,0.0,-0.0,2218.999074958081,6864.174392710721,1242.746659631846,556.4937333309936,1670.8797311556136,302.50982649060813,0.0,-0.0,-0.0,-5900.0,-4000.0,-0.0,8834.506266669006,-0.0,5666.0
427,0.0,0.0,0.0,0.0,0.0,0.0,2562.2198262999996,5579.2799200923355,1010.1187829972414,582.4984463906767,1215.4797138542192,220.06045706628387,0.0,-0.0,-0.0,-5900.0,-4000.0,-0.0,8833.501553609323,-0.0,5679.0
428,0.0,0.0,0.0,0.0,0.0,-0.0,2348.2198262999996,5113.291057370935,925.7523217972413,594.9207381350479,1241.4008879078494,224.75343988197298,0.0,-0.0,-0.0,-5900.0,-4000.0,-0.0,8760.079261864952,-0.0,5649.0
429,0.0,0.0,0.0,0.0,0.0,-0.0,1932.2198262999996,4207.443548529335,761.7502289972414,730.643707343248,1524.60939567095,276.0278403948251,0.0,-0.0,-0.0,-5900.0,-4000.0,-0.0,8505.356292656752,-0.0,5592.0
430,0.0,0.0,0.0,0.0,0.0,-0.0,1622.6430735630972,3533.3345815533858,639.7039902206064,560.4536041265628,1169.4794906207046,211.73219783288263,0.0,-0.0,-0.0,-5498.637653118239,-4000.0,-0.0,8073.184048991676,-0.0,5496.0
431,0.0,190.87607940971884,0.0,0.0,0.0,-0.0,1622.6430735630966,3533.3345815533844,639.7039902206062,293.898252915431,613.2674972257586,111.03099805381252,0.0,-0.0,-0.0,-4781.6911051712095,-4000.0,-0.0,7365.792852255779,-0.0,5373.0
432,0.0,0.0,0.0,0.0,0.0,-0.0,1622.6430735630966,3533.3345815533844,639.7039902206062,651.0207248221259,1358.4628237604675,245.94729677252147,-0.0,-0.0,-0.0,-3751.1331475155266,-4000.0,-0.0,5741.112422693401,-0.0,5261.0
433,0.0,109.47925062562945,0.0,-0.0,0.0,63.71485381821408,1622.6430735630966,3533.3345815533844,639.7039902206062,293.898252915431,613.2674972257586,111.03099805381252,-0.0,-0.0,-0.0,-3340.559951312108,-4000.0,-0.0,5540.661698396677,-0.0,5254.714853818214
434,0.0,0.0,0.0,0.0,0.0,887.8318508463968,2665.785683309665,5804.796443104956,1050.9481514881322,2426.015380896285,6505.313962266595,1177.7756120311212,0.0,-0.0,-0.0,-1924.5124410949215,-4000.0,-0.0,1922.4970601986367,-0.0,6044.831850846396
435,0.0,0.0,0.0,0.0,0.0,887.8318508463968,2526.0856135568674,5500.5970196180115,995.8733827290824,3331.433012470085,6951.588059697269,1258.5727497686385,0.0,-0.0,0.0,-1962.6822219492378,-4000.0,-0.0,1026.2492094791528,-0.0,6030.831850846396
436,0.0,3.089316242435219e-13,0.0,0.0,0.0,374.6808453390995,1622.6430735630966,3533.3345815533844,639.7039902206062,2885.2194411022297,6020.489363375063,1089.9989740395763,0.0,-0.0,-0.0,-2896.6176187040032,-4000.0,-0.0,2411.3981776017736,-0.0,5520.6808453390995
437,0.0,0.0,0.0,0.0,0.0,0.0,2183.904428815339,4755.491313438731,860.9733096175581,3331.433012470085,6951.588059697269,1258.5727497686385,-0.0,-0.0,0.0,-3306.0435790272763,-3287.344593227358,-0.0,2450.6105665571913,-0.0,4469.344593227358
438,0.0,0.0,0.0,0.0,0.0,0.0,4731.464758262,13896.177465711982,2515.878405639553,3331.4330124700855,6951.58805969727,1258.5727497686387,-0.0,-0.0,0.0,-2967.21944293824,-1819.5918983810088,-0.0,2333.7864304681543,-0.0,3107.591898381009
439,329.80583595746424,0.0,0.0,0.0,-4.18367562815547e-13,0.0,9597.65732765561,20899.07206964462,3783.740114694172,3331.433012470085,6951.588059697269,1258.5727497686385,-0.0,-0.0,0.0,-881.6786602476973,-62.94508305028754,-0.0,651.2456477776122,-0.0,1542.945083050288
440,844.2597399343668,0.0,638.6439972464012,0.0,638.460317243563,0.0,9597.65732765561,20899.07206964462,3783.740114694171,3331.433012470085,6951.588059697269,1258.5727497686385,0.0,-0.0,-0.0,-994.9176553988825,-179.94518667418217,-0.0,337.84064568239626,-0.0,1122.4848694306193
441,0.0,0.0,0.0,0.0,0.0,0.0,9597.65732765561,20899.07206964462,3783.740114694171,3331.4330124700846,6951.588059697268,1258.5727497686385,-0.0,-0.0,0.0,-1106.1826407944363,716.3582108798117,1659.1307456996112,857.6767762429765,239.0728520813755,883.7209837940138
442,0.0,0.0,0.0,0.0,4.2325408001341245,0.0,9597.65732765561,20899.07206964462,3783.7401146941716,3331.4330124700846,6951.588059697268,1258.5727497686385,-2.2737367544323206e-13,-0.0,0.0,-446.5562846850985,1568.6062735522878,3103.887910062239,12.78465255016592,408.3386196648482,35.99033335121479
443,0.0,0.0,0.0,0.0,0.0,0.0,8195.133926339538,17845.052047591227,3230.815179557609,3331.4330124700846,6951.588059697268,1258.5727497686385,0.0,2.811672841855727e-13,5.090484058657339e-14,-632.0777834742166,1498.5311749122225,4190.097711273223,0.5212358697334714,587.1235351343986,100.92072752423248
444,0.0,0.0,0.0,0.0,0.0,0.0,7202.3699867587575,15683.29064966569,2839.432093625828,3331.4330124700846,6951.588059697268,1258.5727497686385,0.0,-0.0,-0.0,-787.1219427395326,1293.30204310129,4681.496307929476,2.305099375099277,699.3838308943489,282.11631737860984
445,0.0,0.0,0.0,0.0,0.0,0.0,6864.176262301473,14946.867710229408,2706.104020109431,3331.4330124700846,6951.588059697268,1258.5727497686385,-0.0,-0.0,0.0,-918.3810150484624,1353.3325246847457,4772.076694409891,47.78530549153039,735.1626970868476,198.26566569553185
446,0.0,0.0,0.0,0.0,0.0,0.0,6189.54647751065,13477.849176712312,2440.140807198593,3331.4330124700846,6951.588059697268,1258.5727497686385,-0.0,-0.0,0.0,-1153.791609011851,1122.854834588382,4871.7151195383485,228.656307908574,757.7022886331923,409.2135825338284
447,0.0,0.0,0.0,0.0,0.0,0.0,5799.256197652231,12627.985047542023,2286.274406486385,3331.4330124700846,6951.588059697268,1258.5727497686385,-0.0,-0.0,0.0,-1964.112050757418,1186.3469499634457,4393.148744300153,1112.5805524564307,646.0984858309027,329.9693314800525
448,0.0,0.0,0.0,0.0,0.0,0.0,6501.493073902535,14157.118521022896,2563.121323184424,3331.4330124700846,6951.588059697268,1258.5727497686385,0.0,-0.0,-0.0,-2277.0354111186543,886.2341272512161,3156.7264688424816,1657.5816592690362,436.02073937953384,634.1837826919577
449,0.0,491.96739784083417,0.0,0.0,0.0,0.0,8500.776895291447,18510.595129370162,3351.31057993674,3331.4330124700846,6951.588059697268,1258.5727497686385,0.0,-0.0,0.0,-1707.0506359293406,-615.5513837311637,1278.6931224818659,1548.5683840400557,133.0492394192003,2194.5513837311637
450,870.9198332228244,0.0,44.05036523895446,0.0,343.455167989437,0.0,9597.65732765561,20899.07206964462,3783.740114694171,3331.4330124700846,6951.588059697268,1258.5727497686385,-0.0,-0.0,0.0,-1002.4665918513756,-911.2010436455078,-0.0,1154.9832141423365,-0.0,2251.74587565607
451,870.9198332228245,0.0,393.93710193631836,0.0,887.8318508463974,0.0,9597.65732765561,20899.07206964462,3783.740114694171,3331.4330124700846,6951.588059697268,1258.5727497686385,-0.0,-0.0,0.0,-725.7174579399475,-1167.5834483813,-0.0,521.3473435335443,-0.0,1960.7515975349027
452,835.1180598791185,0.0,-0.0,0.0,2.2737367544323206e-13,0.0,9597.65732765561,20899.07206964462,3783.740114694171,3331.433012470085,6951.588059697269,1258.5727497686385,-0.0,-0.0,0.0,-543.0665316904705,-1170.8527293970412,-0.0,672.6335192203857,-0.0,2822.852729397041
453,0.0,0.0,0.0,0.0,0.0,0.0,4518.304889390469,9838.69045250283,1781.277542712763,3331.433012470085,6951.588059697269,1258.5727497686385,-0.0,-0.0,0.0,-3701.6195845253465,-3525.925044689151,-0.0,3692.1865720552614,-0.0,5110.925044689151
454,0.0,0.0,0.0,0.0,0.0,0.0,3806.8790061119453,8289.547750355508,1500.8079904777476,3331.433012470085,6951.588059697269,1258.5727497686385,0.0,-0.0,-0.0,-3188.089314309797,-3987.6361783628035,-0.0,2959.656301839712,-0.0,5468.636178362804
455,0.0,0.0,0.0,0.0,0.0,125.55676915803178,3196.748815088471,6960.978246490932,1260.2728265154556,3331.433012470085,6951.588059697269,1258.5727497686385,0.0,-0.0,-0.0,-2816.5262862969143,-4000.0,-0.0,2312.0932738268293,-0.0,5475.556769158032
456,0.0,0.0,0.0,0.0,0.0,0.0,2818.7267423668686,6137.828359803429,1111.2429922583963,3331.433012470084,6951.588059697267,1258.5727497686382,-0.0,-0.0,0.0,-2396.522203113532,-3916.210875484503,-0.0,1643.089190643448,-0.0,5147.210875484503
457,0.0,0.0,0.0,0.0,0.0,0.0,2512.7525617810884,5471.564058713335,990.6170163958168,3331.4330124700837,6951.5880596972665,1258.572749768638,-0.0,-0.0,-0.0,-2827.5582794297115,-3191.204066553687,-0.0,1905.125266959628,-0.0,4341.204066553687
458,0.0,0.0,0.0,0.0,0.0,0.0,1364.3471682700088,2970.8905855107655,537.8744973606615,3193.6077907089198,6663.992852969802,1206.5041451501088,-0.0,-0.0,-0.0,-3577.9465266271195,-3265.9239005084983,-0.0,2698.3387359181997,-0.0,4370.923900508498
459,0.0,0.0,0.0,0.0,0.0,0.0,1406.5359552699933,3062.7574307150558,554.50682755463,3331.4330124700814,6951.588059697262,1258.572749768637,-0.0,-0.0,-0.0,-3685.005397096175,-2958.9606839561056,-0.0,2622.5723846260935,-0.0,4041.9606839561056
460,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,1364.3471682700088,2970.8905855107655,537.8744973606615,2391.5439342800187,4990.3534591727575,903.4946866086323,-0.0,-0.0,0.0,-3927.617426785432,-2722.8831536986095,-0.0,3796.0734925054135,-0.0,3801.8831536986095
461,0.0,0.0,0.0,0.0,0.0,0.0,1364.3471682700088,2970.8905855107655,537.8744973606615,2051.6444309705557,4281.096715945863,775.0850049719596,0.0,-0.0,-0.0,-4600.519223954944,-2288.7291806003577,-0.0,4877.8747929843885,-0.0,3399.7291806003577
462,0.0,0.0,0.0,0.0,0.0,0.0,1592.73340079322,3468.2057292243935,627.9125264484356,2527.4527669115187,5273.949801825322,954.8393039437553,-0.0,-0.0,0.0,-5402.014107668943,-1976.576121290202,-0.0,5406.561340757425,-0.0,3185.576121290202
463,0.0,0.0,0.0,0.0,0.0,0.0,2533.7820207771883,5517.35608526118,998.9075819867114,395.3356389306664,824.9334436190736,149.35274409182745,-0.0,-0.0,0.0,-5900.0,-1863.446306115929,-0.0,8414.664361069334,-0.0,3252.446306115929
464,0.0,0.0,-0.0,0.0,106.27124941535811,0.0,2877.0570461218736,6264.843649097767,1134.2388862234936,618.4076633732366,1290.410256679079,233.62649960431762,0.0,-0.0,-0.0,-5900.0,-2230.382998379682,-0.0,8392.592336626763,-0.0,3608.1117489643234
465,0.0,3.237905604884595e-13,-0.0,0.0,-0.0,0.0,1011.2831407953661,2202.087292843729,398.6840180379738,-5.684341886080802e-14,-1.1861323050652572e-13,-2.147471604985185e-14,-0.0,-0.0,0.0,-5591.491745451305,-2801.7745400383565,1689.3242078597498,8488.373111679402,236.11863377190312,4296.7745400383565
466,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-5.684341886080802e-14,-1.1861323050652572e-13,-2.147471604985185e-14,0.0,-0.0,-0.0,-5458.422098735526,-2175.2128128570885,3478.2868408479562,8099.2991410546565,501.1229576808695,3675.2128128570885
467,0.0,34.812327777655355,0.0,422.04180016874847,0.0,-0.0,-0.0,-0.0,-0.0,-5.684341886080802e-14,-1.1861323050652572e-13,-2.147471604985185e-14,-0.0,-0.0,-0.0,-5900.0,-626.333387152519,4626.393239487224,8794.993990398367,678.0478097703817,2130.333387152519
468,0.0,870.9198332228242,0.0,564.8218581177107,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5900.0,-908.9517371312027,5140.436932763582,8834.506266669006,768.3155914487043,2406.9517371312027
469,0.0,870.9198332228244,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3922.6510180915384,-2571.613803837006,5340.468619574499,6242.017257630755,783.6337604607832,4052.613803837006
470,0.0,870.9198332228244,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-5.684341886080802e-14,-1.1861323050652572e-13,-2.147471604985185e-14,-0.0,-0.0,-0.0,-5147.669715401683,-1336.9062349047344,5261.96561795814,7457.83756761528,770.832147786403,2806.9062349047344
471,0.0,870.9198332228244,0.0,285.14894145559396,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-4308.48637422634,-2698.85751987157,4625.63840293322,6951.694329856116,684.9409858258173,4151.85751987157
472,0.0,421.27924751171304,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-3833.3608954861993,-4000.0,3387.706454367541,6365.26327583559,517.097619650609,5455.0
473,0.0,0.0,-0.0,0.0,0.0,-0.0,2620.551538458609,8900.009874521846,1611.3310806901861,1964.0624067644874,5897.12312939126,1067.6637350984533,0.0,-0.0,-0.0,-3005.0481601903284,-4000.0,1637.9953221875141,3953.1976689543826,271.7880844714585,5520.0
474,8.881784197001252e-13,0.0,-0.0,0.0,0.0,-0.0,5448.698157602014,11864.638587725,2148.071877120756,3068.8475105695115,6403.659815956834,1159.371308245026,0.0,-0.0,0.0,-2687.995261948293,-4000.0,-0.0,3054.147751378781,-0.0,5640.0
475,0.0,0.0,0.0,0.0,0.0,-0.0,5179.55725379106,11278.57941165642,2041.9668975941217,3068.8475105695115,6403.659815956834,1159.371308245026,0.0,-0.0,0.0,-2914.9287725505565,-4000.0,-0.0,3267.081261981045,-0.0,5633.0
476,0.0,0.0,0.0,0.0,0.0,-0.0,3192.7852802797843,6952.347577902818,1258.7102591993253,3068.8475105695115,6403.659815956834,1159.371308245026,0.0,-0.0,0.0,-4628.791258453773,-4000.0,-0.0,4896.943747884261,-0.0,5593.0
477,0.0,0.0,0.0,0.0,0.0,-0.0,2549.9907377577406,5552.650859055295,1005.297638492513,1123.6638079822383,2344.7110842224793,424.5058037589475,0.0,-0.0,-0.0,-4893.84754037699,-4000.0,-0.0,6999.183732394751,-0.0,5541.0
478,0.0,0.0,0.0,-0.0,0.0,-0.0,2549.990737757743,5552.650859055299,1005.2976384925139,1874.6576839179024,3911.7844851639347,708.2216773658294,0.0,-0.0,-0.0,-4343.069758773351,-4000.0,-0.0,5541.412074855449,-0.0,5467.0
479,0.0,0.0,0.0,0.0,0.0,260.2921260222253,2959.843283493913,6445.112175275246,1166.8761847428495,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,-0.0,-3176.86610091477,-4000.0,-0.0,2969.018590345258,-0.0,5626.292126022226
480,0.0,0.0,0.0,0.0,0.0,887.8318508463968,3543.534633514637,7716.110625632609,1396.9882110713497,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,-0.0,-1800.2341424036167,-4000.0,-0.0,1370.386631834105,-0.0,6147.831850846396
481,0.0,0.0,0.0,0.0,0.0,887.8318508463968,3183.0914540157673,6931.239096238387,1254.8886058470694,3068.8475105695115,6403.659815956835,1159.3713082450263,0.0,-0.0,-0.0,-1605.2782261751938,-4000.0,-0.0,1018.430715605682,-0.0,6072.831850846396
482,0.0,0.0,0.0,0.0,0.0,178.10357313508848,2549.990737757743,5552.6508590553,1005.2976384925141,2952.099712163011,6160.046152298976,1115.26548437887,0.0,-0.0,0.0,-1932.4045051000846,-4000.0,-0.0,1373.3047929370734,-0.0,5320.1035731350885
483,0.0,0.0,0.0,0.0,-1.0125233984581428e-13,0.0,2928.520667752501,6850.992817586031,1240.3601587188896,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-1370.7660445776887,-3985.920380491887,-0.0,640.918534008177,-0.0,5101.920380491887
484,0.0,0.0,0.0,0.0,0.0,0.0,3352.7496422895283,7300.672863551765,1321.773937427726,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-2027.1054995334016,-2816.4440484483966,-0.0,1276.2579889638898,-0.0,3922.4440484483966
485,0.0,0.0,0.0,0.0,0.0,0.0,4347.97262255118,9467.788866945828,1714.1264652295627,3068.8475105695115,6403.659815956834,1159.371308245026,0.0,-0.0,0.0,-2355.786367109201,-1540.5078387450835,-0.0,1624.9388565396894,-0.0,2656.5078387450835
486,0.0,0.0,0.0,0.0,0.0,0.0,5318.0708296197145,11761.927941619462,2129.476295911189,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-2450.661063843965,-725.6881051179387,-0.0,1795.8135532744532,-0.0,1877.6881051179387
487,0.0,0.0,0.0,0.0,0.0,0.0,5690.77263368818,12391.760128871125,2243.5063018601663,3068.8475105695115,6403.659815956834,1159.371308245026,0.0,-0.0,0.0,-2617.86538526385,-710.5418873071962,-0.0,2112.0178746943384,-0.0,1933.5418873071962
488,870.9198332228244,0.0,638.6439972464012,0.0,818.1133848388972,0.0,6567.571681823134,14301.005882495487,2589.1718760408885,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-1798.7267746583686,-388.5531122109226,-0.0,831.2352668424554,-0.0,878.4397273720255
489,870.9198332228091,0.0,437.987467175295,0.0,454.53816830183206,0.0,6567.571681823135,14301.005882495489,2589.171876040889,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-3123.772463496878,488.9580990351106,255.1347552531704,2533.5073096986703,22.430176053401365,469.1136403309043
490,870.9198332228239,0.0,-6.6891294720287276e-12,0.0,601.3283237388019,0.0,6567.571681823135,14301.005882495489,2589.171876040889,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-3062.4394657207677,610.6743809579816,1042.4292810787822,2985.329067842933,119.2628873083292,284.9993961533842
491,249.47514261531137,0.0,0.0,0.0,-0.0,0.0,6567.571681823135,14301.005882495489,2589.171876040889,3068.8475105695115,6403.659815956834,1159.371308245026,1.2659307901608888e-13,-0.0,0.0,-4352.654194839338,1435.8044027540043,1586.6664365152787,4303.545811056347,198.26087321347936,128.414677299649
492,0.0,0.0,0.0,0.0,0.0,0.0,5407.450699868632,11774.821503989822,2131.81065262327,3068.8475105695125,6403.659815956836,1159.3713082450265,0.0,-0.0,-0.0,-5900.0,1532.892950912541,1724.0466893439088,5863.285799319869,230.8666901106189,55.23429261207262
493,0.0,0.0,0.0,0.0,0.0,0.0,5263.482884640724,11461.32898769759,2075.0533858126432,2656.549762253571,5543.332115083125,1003.6104963424423,-0.0,-0.0,-0.0,-5900.0,1499.3764360151347,1833.4979896744112,6247.573181442294,258.8770563041348,88.09207905371206
494,0.0,0.0,0.0,138.12233642720014,0.0,0.0,4928.794386596841,10732.538742046178,1943.1071980355148,2776.157299913604,5792.913099462815,1048.7966930939208,-0.0,-0.0,0.0,-5900.0,1246.2816674349615,1770.0917191381202,6217.085388661082,265.8796478525137,316.21256177571
495,0.0,0.0,0.0,638.6439972464075,0.0,0.0,5022.242120877033,10936.022870182243,1979.9476403176536,2085.384620515467,4351.501222923604,787.8316167076007,-0.0,-0.0,0.0,-5900.0,1233.11732842382,1479.4796458467872,7393.690411972134,228.56896475880706,304.1181708820705
496,0.0,0.0,0.0,0.0,0.0,0.0,5405.114304606812,11769.733961135042,2130.8895619681102,1495.7298084265367,3121.088563951596,565.0675762819977,-0.0,-0.0,0.0,-5900.0,1035.7720370626175,821.2621707557674,7409.45245215528,140.8177394181832,486.5848680806895
497,0.0,0.0,0.0,0.0,0.0,0.0,6257.212299738905,13625.192725989196,2466.817096757407,1463.6910632404952,3054.2344030997065,552.9637484466496,-0.0,-0.0,0.0,-5900.0,717.3173340692342,71.70947263032896,7698.041732534712,4.26720422479343,856.7807110650103
498,0.0,0.0,0.0,0.0,0.0,0.0,6545.281273828042,14252.46811674208,2580.384199212617,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-5494.5567116246175,-192.56171225863773,-0.0,5898.709201055106,-0.0,1850.5617122586377
499,24.192834532308698,0.0,18.811027574997404,0.0,-0.0,0.0,6567.571681823134,14301.005882495485,2589.171876040888,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-4889.591271308251,-627.1404479287521,-0.0,5238.932733163741,-0.0,2268.140447928752
500,448.1946198680384,0.0,638.6439972463286,0.0,0.0,0.0,6567.571681823134,14301.005882495487,2589.1718760408885,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-3334.9115152081786,-1335.6109539568142,-0.0,2945.4200073923384,-0.0,2919.6109539568142
501,0.0,0.0,0.0,0.0,0.0,0.0,5405.87374127696,11771.387648192196,2131.188959091315,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-2823.330595738954,-3055.593271749556,-0.0,2949.4830851694423,-0.0,4580.593271749556
502,0.0,0.0,0.0,0.0,0.0,0.0,2621.3481527670147,5708.032918246465,1033.429286084626,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-4429.184954585518,-3710.9052854532383,-0.0,4397.337444016007,-0.0,5159.905285453238
503,0.0,0.0,0.0,0.0,0.0,0.0,2712.9921367053175,5907.589347455195,1069.5586254077302,3068.8475105695115,6403.659815956834,1159.371308245026,-0.0,-0.0,0.0,-3535.47047626275,-3821.1444997949966,-0.0,3308.6229656932383,-0.0,5178.144499794997
504,-0.0,0.0,-0.0,0.0,-0.0,0.0,434.8644172124199,946.9251178262613,171.4391214112721,1964.062406764488,4098.342282212376,741.9976372768172,-0.0,-0.0,0.0,-5651.222733715372,-3331.9413401972142,-0.0,6338.160326950884,-0.0,4597.941340197214
505,0.0,0.0,-0.0,0.0,3.765876499528531e-13,0.0,453.1396595228244,986.7197878271184,178.6438761837083,1504.0608388112328,3726.462718016994,674.6694984871135,0.04550293511893955,0.2034723491197085,0.03683830971201536,-4779.833061226398,-3658.7557515405892,-0.0,5777.772222415166,-0.0,4853.71024860547
506,0.0,0.0,0.0,0.0,0.0,0.0,453.1396595228244,986.7197878271184,178.6438761837083,1129.7103555060858,2357.328209469132,426.7901120176487,0.12639704199710877,0.5026638065582899,0.09100639505626695,-4369.379647050113,-3779.5319090264015,-0.0,5659.669291544027,-0.0,4935.405511984404
507,0.0,188.49520148875854,0.0,0.0,0.0,0.0,453.1396595228244,986.7197878271184,178.6438761837083,636.9905334309829,1329.1865001529209,240.6468700513974,0.12639704199718854,0.46748665224804137,0.0846376333504398,-4213.3615585894295,-3988.2269257383136,-0.0,5956.371025158447,-0.0,5124.100528696316
508,0.0,0.0,0.0,0.0,0.0,0.0,453.1396595228244,986.7197878271184,178.6438761837083,2262.3469961516403,5104.704513209029,924.1977431306034,0.12639704199722698,0.46748665224818353,0.08463763335046554,-5120.903690946701,-2819.3854254293824,-0.0,5222.556694795061,-0.0,3947.2590283873856
509,0.0,0.0,0.0,0.0,0.0,0.0,453.1396595228244,986.7197878271184,178.6438761837083,2954.953481777725,6409.4457810974955,1160.4188470224412,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4979.206493520881,-3018.2473215202226,-0.0,4403.253011743156,-0.0,4154.120924478226
510,0.0,0.0,0.0,0.0,0.0,0.0,453.1396595228244,986.7197878271184,178.6438761837083,1976.511287292784,4124.318938177892,746.7006649947365,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4295.260413355928,-3938.8706630040283,-0.0,4762.749126063144,-0.0,5104.744265962031
511,0.0,0.0,0.0,0.0,0.0,0.0,453.1396595228244,986.7197878271184,178.6438761837083,2110.2647851341144,6296.313888615114,1139.9365175481769,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4833.2984240210535,-3806.8591258443817,-0.0,5282.033638886939,-0.0,5028.732728802384
512,0.0,0.0,0.0,0.0,2.29077914334547e-13,0.0,776.3094714432671,1690.4278865313042,306.04898552201354,3950.1291637563863,8242.600294301259,1492.3082364138666,0.12639704199722648,0.4674866522481817,0.0846376333504652,-5899.999999999999,-2851.334662050469,-0.0,4633.870836243613,-0.0,4133.208265008471
513,0.0,591.2333283329572,0.0,0.0,0.0,0.0,453.13965952282433,986.7197878271182,178.64387618370827,2189.2258586606595,4568.183205869759,827.0615073110063,0.12639704199722648,0.4674866522481817,0.0846376333504652,-5900.0,-2704.0740600045997,1641.7695049575316,6313.713958273095,247.06018306624526,4064.9476629626024
514,0.0,0.0,-0.0,0.0,-0.0,0.0,1552.0148430585937,3818.4115298313022,691.3166685911677,6147.221526056123,12827.198265998302,2322.34160810847,0.12639704199722648,0.4674866522481817,0.0846376333504652,-5456.958803784804,-325.07989228939323,3080.487976888132,1778.245474975212,484.49180275346947,1734.953495247396
515,0.0,0.0,482.80544344778855,0.0,-0.0,0.0,2487.9428829491635,5869.427057613994,1062.6494101823102,6184.368230305412,12904.711031450848,2336.375157496037,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4393.740920522936,581.5127215053495,4236.8975776214365,114.62424684906756,605.942999920667,858.7898435096729
516,0.0,0.0,0.0,0.0,797.7427248005263,0.0,2487.9428829491644,5417.5405352396365,980.8361528137701,6184.368230305412,12904.711031450848,2336.375157496037,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4164.44843627552,137.38443597940235,4017.240140406429,305.97394549406994,667.1062604760396,495.44657486299457
517,0.0,0.0,0.0,0.0,178.3751543997355,0.0,2487.9428829491644,5417.5405352396365,980.8361528137701,6184.368230305412,12904.711031450848,2336.375157496037,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4603.375912123171,903.3871916336833,4286.716790185665,731.0592100735674,662.9484717441895,355.866290570712
518,541.436438830111,0.0,0.0,0.0,465.319412367329,0.0,2487.9428829491644,5417.5405352396365,980.8361528137701,6184.368230305412,12904.711031450848,2336.375157496037,0.12639704199722648,0.4674866522481817,0.0846376333504652,-4113.278792861998,713.6681751369276,3960.6273988561697,319.6243443203444,562.286218236242,243.91234057665642
