Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood
127,0.249490884,0.61597763,0.249490884,0.169798327,0.605087482,0.52003075,0.605087482,0.085129341,0.327742991,0.327742991,0.024896773,0.016661236,0.024896773,0.095540749,0.04726707,0.013242334,0.00609936,0.119052685,0.077299823,0.013042048,0.169798327,0.13184171,0.15020442,0.022224492,0.071941994,0.111633858,0.031038213,0.048960552,0.085129341,0.102468933,0.054894438,0.063862033,0.055403056,0.076293475,0.550780326,0.303876175,0.418488728,0.351187721,0.471763844,0.474163777,0.303386645,0.446711986,0.61597763,0.610338061,0.577713668,0.733929876,0.651901659,0.475212408,0.506680572,0.52003075,0.597071318,0.589567813,0.629753023,0.63513284,0.670271593,0.463802163,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
128,0.249490884,0.651641554,0.249490884,0.682141226,0.605087482,0.469043145,0.605087482,0.278473398,0.327742991,0.327742991,0.391165371,0.037512988,0.391165371,0.472040845,0.442487636,0.283448052,0.254152753,0.627840659,0.524229353,0.179140795,0.682141226,0.58924318,0.654065964,0.315305235,0.444627697,0.556018033,0.384207814,0.229770865,0.278473398,0.348790306,0.19070941,0.347241608,0.181220596,0.316496681,0.570400467,0.323363214,0.449389769,0.34996317,0.467051209,0.472189212,0.372764803,0.430710077,0.651641554,0.614460641,0.574605322,0.724936458,0.673195659,0.460350566,0.53959817,0.469043145,0.569512177,0.563493602,0.605226151,0.62939508,0.618816441,0.458152272,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
129,0.249490884,0.707558627,0.249490884,0.834609745,0.605087482,0.440532792,0.605087482,0.425922307,0.327742991,0.327742991,0.778081944,0.074506968,0.778081944,0.680823907,0.765338932,0.750240622,0.682609154,0.847867633,0.778992038,0.372261706,0.834609745,0.794214706,0.816981547,0.600706107,0.657752879,0.758111269,0.744743604,0.4307694,0.425922307,0.457630131,0.352903034,0.486118455,0.301842299,0.41075225,0.574058016,0.346252845,0.476420983,0.340759664,0.454182577,0.480939137,0.444943663,0.420606762,0.707558627,0.650782909,0.596413903,0.714979592,0.690282165,0.452329545,0.554442775,0.440532792,0.544447297,0.524814054,0.579379317,0.637333785,0.619367977,0.438732442,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
130,0.249490884,0.609767568,0.249490884,0.793030991,0.605087482,0.348930718,0.605087482,0.509661968,0.327742991,0.327742991,0.811008186,0.195269629,0.811008186,0.700392282,0.814671799,0.855204277,0.760842071,0.822539366,0.786762272,0.489857939,0.793030991,0.802349831,0.774267695,0.598581523,0.620389543,0.735544358,0.82089076,0.616306046,0.509661968,0.46395882,0.475134291,0.457575907,0.450302816,0.461793953,0.522025316,0.352173792,0.430706237,0.327741841,0.416883688,0.31386747,0.317344799,0.402674474,0.609767568,0.597203695,0.472742519,0.679556754,0.649412768,0.369674621,0.502884704,0.348930718,0.425656381,0.388319969,0.497171843,0.605500742,0.442991741,0.361159508,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
131,0.249490884,0.436387466,0.249490884,0.743416194,0.605087482,0.204316305,0.605087482,0.510743549,0.327742991,0.327742991,0.782774077,0.205011427,0.782774077,0.694834448,0.786801493,0.80743615,0.759942002,0.778131173,0.745951179,0.578158316,0.743416194,0.751939968,0.722694411,0.52105877,0.557235788,0.721821585,0.796627655,0.581587659,0.510743549,0.452496622,0.481392118,0.386864438,0.526467557,0.458373329,0.330091924,0.264719076,0.277311334,0.112727917,0.170203833,0.193194775,0.132146017,0.159295514,0.436387466,0.517884837,0.333607316,0.321390005,0.542044508,0.261791715,0.349005443,0.204316305,0.271681394,0.291599222,0.390313138,0.496124603,0.212369031,0.274022573,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
132,0.249490884,0.556368344,0.249490884,0.733119064,0.605087482,0.187132125,0.605087482,0.537101543,0.327742991,0.327742991,0.774424312,0.195113301,0.774424312,0.689287236,0.764878279,0.759563633,0.75132346,0.757612883,0.719238906,0.67625991,0.733119064,0.736499112,0.717011116,0.522985026,0.55461717,0.723453527,0.762718227,0.474404285,0.537101543,0.457473045,0.511853386,0.367994719,0.565112993,0.395919515,0.26868333,0.221221813,0.221978993,0.074630486,0.158751145,0.195068058,0.12167658,0.169259334,0.556368344,0.543499975,0.385901399,0.271350711,0.595475859,0.256587598,0.393484405,0.187132125,0.275182847,0.274870129,0.377147448,0.539586872,0.217401337,0.277649408,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
133,0.249490884,0.550876526,0.249490884,0.774847257,0.605087482,0.210087609,0.605087482,0.544696714,0.327742991,0.327742991,0.777497873,0.215328634,0.777497873,0.679455905,0.77303116,0.757965332,0.764606969,0.773749777,0.72524258,0.727017898,0.774847257,0.774873623,0.760714159,0.539824285,0.592581328,0.756068983,0.783412357,0.36526447,0.544696714,0.502118499,0.503964211,0.384922195,0.647598866,0.369339116,0.244129304,0.206749625,0.212802476,0.068759723,0.153407533,0.192181218,0.112900304,0.169446547,0.550876526,0.532816187,0.447041191,0.295082384,0.633814961,0.270524963,0.417805129,0.210087609,0.302131958,0.270783023,0.375877072,0.577839952,0.220637391,0.284508,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
134,0.249490884,0.583708882,0.249490884,0.833087255,0.605087482,0.221439774,0.605087482,0.508453806,0.327742991,0.327742991,0.804144657,0.219597876,0.804144657,0.683091926,0.802900639,0.802918899,0.786963874,0.806277394,0.757688791,0.796243356,0.833087255,0.836938041,0.815803351,0.602117731,0.657974498,0.820168595,0.84114545,0.327129518,0.508453806,0.569848279,0.426814462,0.394006362,0.261983319,0.357216359,0.239330429,0.199648604,0.226863457,0.07699545,0.137184714,0.193596418,0.085252451,0.158330915,0.583708882,0.576885454,0.525615305,0.293555843,0.653690213,0.294496077,0.429738413,0.221439774,0.325176103,0.281881233,0.371354776,0.62384861,0.237379074,0.317547357,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
135,0.249490884,0.653181301,0.249490884,0.833415556,0.605087482,0.249600778,0.605087482,0.296927027,0.327742991,0.327742991,0.834115942,0.166277364,0.834115942,0.663643326,0.823469174,0.852458374,0.806064154,0.827780239,0.768390295,0.851876305,0.833415556,0.858892507,0.797597259,0.666581282,0.683703244,0.86046305,0.881834415,0.264161653,0.296927027,0.443787256,0.355558064,0.346039977,0.195535729,0.225652397,0.247350696,0.216601075,0.250850292,0.089207645,0.127629089,0.200240224,0.058723331,0.153234465,0.653181301,0.620962125,0.59693681,0.295304379,0.67983268,0.317547822,0.438201448,0.249600778,0.354509604,0.307085737,0.371991665,0.67280768,0.353063073,0.377667373,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
136,0.249490884,0.67688341,0.249490884,0.467444195,0.605087482,0.310094621,0.605087482,0.118572457,0.327742991,0.327742991,0.802806072,0.188877895,0.802806072,0.540610016,0.759041625,0.799707517,0.802356031,0.652000335,0.688275979,0.820668471,0.467444195,0.527185332,0.410179766,0.621863656,0.42800194,0.618772453,0.696140733,0.128918148,0.118572457,0.111435227,0.156333466,0.186921524,0.088463347,0.071126803,0.256983245,0.235753545,0.278508009,0.101797773,0.119186956,0.210132623,0.050613376,0.149090518,0.67688341,0.647577025,0.671277562,0.310582948,0.696129039,0.341567963,0.439380014,0.310094621,0.411632593,0.329368529,0.412061796,0.716399725,0.400864227,0.480675878,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
137,0.249490884,0.697587008,0.249490884,0.040245475,0.605087482,0.417740394,0.605087482,0.003157203,0.327742991,0.327742991,0.414841568,0.104357183,0.414841568,0.189687564,0.309849057,0.333663172,0.514578343,0.147862444,0.196712049,0.4014779,0.040245475,0.054345284,0.030046221,0.187995031,0.045405595,0.105967445,0.16117453,0.006775613,0.003157203,0.0,0.001858181,0.015424299,0.001650885,0.002031647,0.265323093,0.252628373,0.305966451,0.108294991,0.112152428,0.221670682,0.053250374,0.145216993,0.697587008,0.663207674,0.704749249,0.329227501,0.703126474,0.357193726,0.440931255,0.417740394,0.505932474,0.344700763,0.459868324,0.746668992,0.427913025,0.554457785,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
138,0.249490884,0.691886311,0.249490884,0.0,0.605087482,0.465958721,0.605087482,0.0,0.327742991,0.327742991,0.029639364,0.080849662,0.029639364,0.004257819,0.009162408,0.013486739,0.064484378,2.49e-5,9.54e-5,0.025417784,0.0,0.0,0.0,8.7e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277626656,0.262387451,0.330627288,0.110571895,0.114714513,0.234775679,0.065373018,0.142948915,0.691886311,0.660424207,0.710065318,0.347318326,0.697021461,0.364785352,0.437055105,0.465958721,0.546027198,0.321800004,0.439444821,0.735760313,0.474603153,0.564079946,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
139,0.249490884,0.631349619,0.249490884,0.0,0.605087482,0.597480473,0.605087482,0.0,0.327742991,0.327742991,0.0,0.164209947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286597009,0.273803975,0.345487453,0.112697967,0.123832859,0.266721096,0.090844607,0.141592268,0.631349619,0.634383254,0.68378534,0.361911846,0.67168795,0.387066008,0.458667061,0.597480473,0.657535429,0.416975539,0.560516775,0.732166669,0.644112903,0.628318737,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
140,0.249490884,0.740100433,0.249490884,0.0,0.605087482,0.694965534,0.605087482,0.0,0.327742991,0.327742991,0.0,0.450067669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409170881,0.343907117,0.477826598,0.167623525,0.19216652,0.362405657,0.171402724,0.231927184,0.740100433,0.703572658,0.749568952,0.516672316,0.727929082,0.457118175,0.547251306,0.694965534,0.7036039,0.475934971,0.635454797,0.763926021,0.662773726,0.67631807,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
141,0.249490884,0.742376535,0.249490884,0.0,0.605087482,0.747837308,0.605087482,0.0,0.327742991,0.327742991,0.0,0.629378915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554288495,0.446480684,0.598805958,0.182387418,0.319539384,0.43474803,0.223552204,0.29562596,0.742376535,0.708859786,0.724457328,0.595039424,0.743303237,0.511376682,0.558189843,0.747837308,0.740097141,0.514580316,0.674290336,0.766318446,0.74589268,0.674974057,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
142,0.249490884,0.668043425,0.249490884,0.0,0.605087482,0.717322144,0.605087482,0.0,0.327742991,0.327742991,0.0,0.706336439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624879733,0.509985827,0.65858127,0.168310952,0.42013561,0.494985412,0.246153145,0.309692635,0.668043425,0.698036837,0.668389926,0.628457031,0.739668598,0.547724832,0.522959533,0.717322144,0.730277374,0.536069527,0.689946738,0.758928091,0.792213171,0.663576305,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
143,0.249490884,0.64036957,0.249490884,0.0,0.605087482,0.671810157,0.605087482,0.0,0.327742991,0.327742991,0.0,0.727756739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647708466,0.554506363,0.692479169,0.131683082,0.475840255,0.555188176,0.256983479,0.277756535,0.64036957,0.687062513,0.628626729,0.640759706,0.719153297,0.588529331,0.465507006,0.671810157,0.725551235,0.551971317,0.688028295,0.744284462,0.745206217,0.662877529,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
144,0.249490884,0.667082101,0.249490884,0.0,0.605087482,0.640030381,0.605087482,0.0,0.327742991,0.327742991,0.0,0.626606345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643657077,0.591018025,0.70657748,0.096173385,0.499744005,0.624514785,0.285915034,0.219989135,0.667082101,0.680472972,0.60344216,0.633014613,0.694513555,0.613957338,0.401517307,0.640030381,0.709650882,0.566142172,0.654680286,0.728560445,0.77668304,0.67278743,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
145,0.249490884,0.718286438,0.249490884,0.0,0.605087482,0.630599354,0.605087482,0.0,0.327742991,0.327742991,0.0,0.413522899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622400004,0.616408199,0.695799367,0.059117885,0.50009505,0.666917189,0.329501242,0.170953115,0.718286438,0.639742385,0.616680803,0.621212378,0.668618319,0.614416291,0.354020377,0.630599354,0.698560184,0.565505658,0.627655241,0.705428043,0.738855335,0.652283857,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
146,0.249490884,0.75050422,0.249490884,0.0,0.605087482,0.613664706,0.605087482,0.0,0.327742991,0.327742991,0.0,0.24753131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60251732,0.634381286,0.673894106,0.029475671,0.471204941,0.690808019,0.391457779,0.12689611,0.75050422,0.590837448,0.633372712,0.612893614,0.649790493,0.589021597,0.309698968,0.613664706,0.678357158,0.555859802,0.631026317,0.669016443,0.717048213,0.639239816,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
147,0.249490884,0.753621993,0.249490884,0.0,0.605087482,0.565510203,0.605087482,0.0,0.327742991,0.327742991,0.0,0.178841189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585976714,0.637393673,0.648086255,0.014604249,0.424719399,0.680771419,0.456235351,0.093714535,0.753621993,0.554360054,0.629045213,0.601282329,0.630309206,0.550731814,0.278817785,0.565510203,0.659030779,0.548547755,0.631962355,0.638259501,0.733701569,0.590456727,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
148,0.249490884,0.729124322,0.249490884,0.0,0.605087482,0.559941017,0.605087482,0.0,0.327742991,0.327742991,0.0,0.044905752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570997006,0.654000827,0.610306044,0.010357279,0.377532234,0.6514108,0.516803831,0.071421292,0.729124322,0.528712905,0.586740186,0.576559165,0.607710165,0.525969938,0.268563748,0.559941017,0.644137151,0.557308885,0.625364711,0.611713192,0.726553235,0.522012747,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
149,0.249490884,0.65852538,0.249490884,0.0,0.605087482,0.584404418,0.605087482,0.0,0.327742991,0.327742991,0.0,0.032337092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542675613,0.666964908,0.561401631,0.011360953,0.337185163,0.61016903,0.550282636,0.056943075,0.65852538,0.512238991,0.565914581,0.534061474,0.598505048,0.495298473,0.281064561,0.584404418,0.624893248,0.548774507,0.59778581,0.598250253,0.748588124,0.450695695,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
150,0.249490884,0.593630874,0.249490884,0.0,0.605087482,0.600270749,0.605087482,0.003240483,0.327742991,0.327742991,0.0,0.048926216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001049821,0.003240483,0.00711664,0.001230607,0.0,0.00493302,0.0,0.492749375,0.653563467,0.510922588,0.015541431,0.302088862,0.56917509,0.574454775,0.048689927,0.593630874,0.517657009,0.565211554,0.484992235,0.604266633,0.460493328,0.310425865,0.600270749,0.594986509,0.537661099,0.570888946,0.595581713,0.76567585,0.402159245,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
151,0.249490884,0.555990364,0.249490884,0.196186018,0.605087482,0.599299985,0.605087482,0.254142246,0.327742991,0.327742991,0.027969809,0.11440368,0.027969809,0.099542557,0.06068677,0.009529166,0.005555156,0.141070541,0.111842167,0.018870697,0.196186018,0.136458003,0.204302561,0.004374477,0.07763611,0.125059294,0.023424852,0.241232439,0.254142246,0.277485427,0.241939108,0.11957974,0.265643563,0.172474856,0.442230383,0.63753817,0.460891409,0.021662131,0.280176987,0.528226137,0.584868867,0.042668611,0.555990364,0.512294702,0.542736468,0.459594405,0.599182787,0.421048242,0.342524715,0.599299985,0.55971416,0.535329516,0.525551386,0.59472341,0.780731624,0.388894309,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
152,0.249490884,0.533362487,0.249490884,0.726720646,0.605087482,0.568130798,0.605087482,0.751328898,0.327742991,0.327742991,0.394466328,0.238573,0.394466328,0.512981483,0.521489118,0.218829284,0.222967043,0.670743017,0.629496511,0.357658941,0.726720646,0.563793176,0.707270071,0.052578226,0.388165088,0.570448089,0.176360322,0.751413152,0.751328898,0.749803015,0.749198157,0.519161771,0.757337928,0.56157091,0.390123395,0.61458684,0.411116684,0.031552562,0.27638145,0.485658847,0.57927712,0.042968766,0.533362487,0.474910921,0.52195859,0.464239773,0.600022349,0.369926336,0.369806221,0.568130798,0.53726327,0.531167758,0.471756608,0.604364752,0.771616755,0.376729875,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
153,0.249490884,0.500808722,0.249490884,0.85446726,0.605087482,0.507589225,0.605087482,0.81273811,0.327742991,0.327742991,0.774547478,0.359029502,0.774547478,0.697971901,0.817767425,0.37107052,0.649403796,0.866908958,0.85954939,0.789140103,0.85446726,0.778520264,0.777813198,0.103974174,0.591426061,0.713069344,0.363657859,0.82561463,0.81273811,0.792363866,0.80875154,0.658646666,0.814170367,0.684289282,0.340396101,0.594379148,0.361368203,0.046346122,0.278225405,0.446090917,0.555689997,0.04507613,0.500808722,0.418585662,0.497499631,0.490231769,0.594283914,0.318839439,0.38595613,0.507589225,0.496164676,0.516908252,0.439279746,0.606483612,0.723006424,0.407596855,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
