elec_demand_MA,elec_demand_CT,elec_demand_ME
14898.18031,4255.094673,2031.266124
15772.73465,4505.158376,2150.2804
15629.65007,4463.703965,2131.559053
15229.8156,4350.038645,2076.732252
14723.00199,4205.616828,2007.195821
13967.46193,3988.984101,1904.228414
12953.83472,3698.803226,1766.492791
11942.882,3409.95959,1627.41993
11153.91096,3185.303429,1520.440805
10692.56348,3054.254001,1457.59057
10433.13911,2980.705853,1422.822354
10352.90476,2956.63555,1410.787203
10461.22113,2987.392049,1425.496832
10827.62463,3093.033934,1476.311917
11514.9655,3288.270836,1569.91865
12206.31809,3486.182216,1663.525384
12988.60294,3709.501138,1770.504509
13603.73291,3884.679454,1854.750569
13863.15728,3958.227602,1890.856024
13776.23674,3934.157299,1877.483633
13556.92954,3871.307064,1849.401613
13302.85412,3799.096155,1813.296158
13182.5026,3764.327939,1797.24929
13289.48173,3795.084438,1811.958919
14156.01263,4042.473663,1930.973195
15338.13196,4380.795144,2091.441882
15334.12024,4379.457905,2091.441882
14990.44981,4280.502215,2044.638515
14518.40442,4146.778309,1979.113801
13943.39163,3982.297905,1901.553936
13260.06247,3787.061003,1807.947202
12464.40523,3559.730364,1699.630839
11715.55136,3345.772115,1598.000671
11267.57628,3217.397166,1536.487674
11085.71176,3166.582082,1511.080132
11064.31594,3159.895887,1508.405654
11188.67917,3194.664102,1524.452523
11500.25587,3284.259119,1567.244172
12037.82597,3438.04161,1640.79232
12618.18772,3602.522014,1721.026664
13437.91526,3837.876087,1832.017505
14054.38247,4013.054404,1916.263566
14391.36671,4109.335616,1961.729693
14503.69479,4141.429353,1977.776562
14491.65964,4138.754875,1976.439323
14344.56334,4097.300464,1956.380737
14256.30556,4071.892922,1944.345586
14371.30812,4103.986659,1959.055215
15302.0265,4370.097231,2086.092926
16518.91404,4717.779386,2251.910568
16538.97263,4723.128342,2254.585046
16078.9624,4592.078914,2193.07205
15618.95216,4461.029487,2128.884575
14840.67903,4239.047804,2023.24269
13911.29789,3972.937232,1896.20498
12980.57951,3706.82666,1769.16727
12326.66961,3520.950431,1680.909492
11985.67365,3421.994741,1634.106125
11847.93803,3383.214809,1615.384778
11853.28698,3385.889287,1615.384778
12127.42099,3463.449152,1652.827472
12842.84388,3668.046727,1750.445923
14024.96321,4005.030969,1912.251848
14895.50583,4253.757434,2031.266124
15494.58893,4424.924033,2112.837707
15828.89869,4521.205244,2158.303835
15957.27364,4557.310699,2175.687942
15830.23593,4521.205244,2158.303835
15576.16051,4447.657096,2123.535619
15398.30772,4398.179251,2099.465316
15204.40805,4342.015211,2072.720535
15233.82731,4351.375885,2076.732252
16009.42596,4572.020329,2182.374138
17043.11175,4867.55016,2322.784238
16854.56105,4814.060598,2297.376696
16345.07297,4668.301541,2227.840265
15602.90529,4455.680531,2126.210097
14533.11405,4150.790026,1981.788279
13253.37627,3784.386525,1806.609963
12072.59419,3448.739522,1646.141277
11262.22732,3216.059927,1535.150435
10804.89156,3086.347739,1472.300199
10598.95675,3027.50922,1444.218179
10544.12995,3011.462352,1437.531984
10810.24052,3087.684978,1473.637438
11728.92375,3348.446593,1599.33791
13395.12361,3825.840936,1826.668549
14372.64536,4105.323898,1959.055215
14517.06718,4146.778309,1979.113801
14523.75337,4146.778309,1979.113801
14513.05546,4145.44107,1977.776562
14456.89142,4128.056962,1971.090367
14380.6688,4106.661137,1960.392454
14363.28469,4102.64942,1957.717976
14315.14408,4087.939791,1951.031781
14452.8797,4126.719723,1971.090367
15255.22314,4356.724841,2079.40673
16033.49627,4578.706524,2186.385855
15810.17735,4514.519049,2155.629356
15334.12024,4379.457905,2090.104643
14624.0463,4177.534807,1993.823431
13566.29021,3873.981542,1849.401613
12246.43526,3496.880128,1668.87434
11058.96698,3158.558648,1507.068415
10260.63527,2929.890769,1398.752051
9852.777356,2813.550971,1342.588011
9641.493586,2753.375214,1314.505991
9617.423283,2746.689019,1310.494274
9933.0117,2836.284035,1354.623163
10958.67405,3129.139388,1493.696024
12838.83217,3666.709488,1750.445923
13823.04011,3947.52969,1884.169828
13926.00752,3976.948949,1897.542219
14010.25358,4001.019252,1909.57737
14118.56994,4031.77575,1924.287
14125.25614,4034.450229,1925.624239
14059.73142,4015.728882,1917.600805
14043.68455,4011.717165,1914.926327
13976.8226,3991.658579,1905.565653
14094.49964,4025.089555,1921.612522
14932.94853,4264.455346,2036.615081
16343.73573,4668.301541,2227.840265
16462.75,4701.732517,2245.224373
16176.58085,4620.160935,2205.107201
15620.2894,4461.029487,2128.884575
14676.19863,4192.244437,2000.509626
13474.02072,3848.574,1836.029222
12368.12402,3531.648344,1686.258448
11679.44591,3335.074203,1592.651714
11350.4851,3241.467469,1547.185586
11214.08671,3202.687536,1528.46424
11239.49426,3209.373732,1532.475957
11596.53708,3311.0039,1580.616563
12631.56011,3607.87097,1722.363903
14522.41614,4146.778309,1979.113801
15513.31028,4430.272989,2114.174946
15556.10193,4442.30814,2120.861141
15477.20482,4420.912315,2110.163229
15392.95876,4395.504773,2099.465316
15201.73358,4340.677972,2072.720535
14963.70502,4273.816019,2039.289559
14813.93425,4231.02437,2019.230973
14637.41869,4180.209285,1996.497909
14737.71162,4209.628545,2009.870299
15481.21654,4420.912315,2111.500468
16517.57681,4717.779386,2251.910568
16488.15755,4708.418712,2247.898851
16203.32563,4628.184369,2209.118919
15553.42745,4442.30814,2119.523902
14529.10233,4149.452787,1980.45104
13238.66664,3780.374808,1805.272724
12068.58247,3447.402283,1646.141277
11278.27419,3221.408883,1537.824913
10831.63634,3094.371173,1477.649156
10627.03877,3034.195415,1448.229896
10581.57264,3022.160264,1442.88094
10901.17278,3114.429759,1485.67259
11855.96146,3385.889287,1616.722017
13623.79149,3891.36565,1857.425047
14563.87055,4160.1507,1984.462757
14669.51243,4189.569959,1999.172387
14712.30408,4201.60511,2005.858582
14753.75849,4213.640262,2011.207539
14693.58273,4196.256154,2003.184104
14529.10233,4149.452787,1980.45104
14423.46045,4120.033528,1965.741411
14249.61937,4069.218444,1943.008347
14273.68967,4077.241878,1945.682825
14907.54098,4257.769151,2032.603363
16080.29963,4593.416153,2193.07205
16020.12388,4574.694807,2183.711377
15626.9756,4462.366726,2130.221814
15117.48752,4317.944908,2060.685384
14390.02947,4109.335616,1961.729693
13397.79809,3825.840936,1826.668549
12360.10058,3528.973866,1684.921209
11620.60739,3319.027334,1584.62828
11206.06328,3200.013058,1527.127001
10951.98786,3127.802149,1492.358785
10853.03217,3099.720129,1478.986395
10945.30166,3126.46491,1492.358785
11299.67001,3228.095078,1540.499391
11999.04604,3427.343698,1635.443364
12832.14597,3664.03501,1749.108684
13760.18987,3930.145582,1876.146394
14569.2195,4160.1507,1985.799996
15066.67243,4303.235279,2053.999188
15279.29344,4363.411036,2083.418447
15277.9562,4363.411036,2083.418447
15084.05654,4307.246996,2056.673666
14838.00455,4237.710565,2023.24269
14733.69991,4206.954067,2008.53306
15296.67755,4367.422753,2086.092926
16262.16415,4644.231238,2217.142353
16095.00926,4596.090632,2194.409289
15537.38058,4436.959184,2118.186663
14963.70502,4272.47878,2039.289559
14220.20011,4061.19501,1937.65939
13306.86583,3800.433394,1814.633397
12413.59015,3545.020734,1692.944643
11715.55136,3345.772115,1598.000671
11331.76375,3236.118513,1545.848347
11147.22476,3182.628951,1519.103566
11065.65318,3161.233126,1508.405654
11139.20133,3181.291712,1519.103566
11442.75459,3268.21225,1559.220738
11980.32469,3421.994741,1634.106125
12568.70988,3589.149623,1714.340468
13348.32025,3811.131306,1819.982354
13828.38907,3948.866929,1885.507067
14018.27701,4003.69373,1910.914609
14015.60253,4002.356491,1909.57737
13931.35647,3978.286188,1898.879458
13825.71459,3948.866929,1884.169828
13784.26018,3936.831778,1878.820872
13808.33048,3943.517973,1882.832589
14452.8797,4126.719723,1971.090367
15414.35459,4402.190969,2100.802555
15419.70354,4403.528208,2102.139794
15137.5461,4323.293864,2064.697101
14582.59189,4165.499656,1988.474475
13669.25762,3904.73804,1862.774003
12647.60698,3611.882687,1723.701142
11611.24671,3315.015617,1583.291041
10866.40456,3103.731846,1481.660873
10486.62867,2994.078244,1429.50855
10332.84618,2951.286594,1409.449964
10340.86961,2953.961072,1410.787203
10661.80698,3044.893328,1453.578853
11639.32873,3323.039051,1585.965519
13417.85668,3831.189892,1829.343027
14416.77425,4117.35905,1964.404172
14632.06974,4180.209285,1995.16067
14753.75849,4213.640262,2011.207539
14868.76105,4247.071238,2027.254407
14847.36523,4239.047804,2024.579929
14704.28065,4198.930632,2004.521343
14603.98772,4170.848612,1991.148953
14446.19351,4125.382484,1969.753128
14452.8797,4126.719723,1971.090367
15112.13856,4315.27043,2059.348144
16072.2762,4589.404436,2191.734811
15938.55229,4551.961743,2173.013464
15433.07593,4407.539925,2104.814272
14705.61789,4198.930632,2004.521343
13635.82664,3894.040128,1858.762286
12294.57587,3510.252519,1675.560536
11079.02557,3163.907604,1511.080132
10306.1014,2943.26316,1404.101008
9816.671902,2804.190298,1337.239055
9577.306111,2734.653867,1305.145318
9515.793114,2717.269759,1297.121883
9787.252643,2794.829625,1334.564577
10689.889,3052.916762,1457.59057
12485.80106,3565.07932,1702.305317
13476.69519,3848.574,1837.366461
13576.98812,3877.993259,1850.738852
13520.82408,3861.94639,1842.715418
13536.87095,3865.958108,1845.389896
13480.70691,3849.911239,1837.366461
13325.58718,3805.78235,1815.970637
13223.95701,3777.70033,1802.598246
13082.20967,3736.245919,1782.53966
13092.90759,3738.920397,1785.214138
13748.15472,3926.133865,1874.809155
14953.00711,4271.141541,2039.289559
14966.3795,4273.816019,2040.626798
14610.67391,4172.185851,1991.148953
14031.6494,4007.705447,1912.251848
13072.849,3733.571441,1781.202421
11874.68281,3391.238243,1619.396495
10754.07648,3071.638109,1465.614004
10033.30463,2865.703295,1367.995553
9670.912845,2761.398648,1318.517708
9509.106919,2715.93252,1295.784644
9517.130353,2718.606999,1297.121883
9823.358097,2805.527537,1338.576294
10814.25224,3087.684978,1473.637438
12690.39863,3623.917839,1730.387337
13737.45681,3923.459387,1873.471916
13824.37735,3947.52969,1884.169828
13901.93721,3970.262754,1896.20498
13964.78745,3987.646862,1904.228414
13928.682,3978.286188,1898.879458
13789.60913,3938.169017,1880.158111
13714.72375,3916.773192,1869.460199
13556.92954,3871.307064,1849.401613
13535.53371,3865.958108,1845.389896
14145.31472,4039.799185,1928.298717
15475.86758,4420.912315,2110.163229
15565.4626,4446.319857,2122.19838
15211.09425,4344.689689,2074.057774
14653.46556,4185.558242,1997.835148
13654.54799,3899.389084,1861.436764
12360.10058,3528.973866,1684.921209
11212.74948,3201.350297,1528.46424
10463.8956,2988.729288,1426.834072
10081.44523,2879.075685,1374.681748
9900.917962,2826.923362,1350.611445
9892.894528,2825.586123,1349.274206
10205.80847,2915.18114,1390.728617
11156.58543,3186.640668,1520.440805
13020.69668,3717.524573,1775.853465
14016.93977,4003.69373,1910.914609
14083.80173,4022.415077,1920.275283
14041.01008,4010.379926,1914.926327
14006.24186,3999.682013,1909.57737
13913.97237,3974.274471,1896.20498
13802.98152,3942.180734,1881.49535
13792.28361,3938.169017,1880.158111
13753.50368,3927.471104,1874.809155
13859.14556,3958.227602,1889.518785
14533.11405,4150.790026,1981.788279
15592.20738,4453.006053,2126.210097
15552.09021,4440.970901,2119.523902
15192.3729,4339.340733,2071.383296
14590.61533,4166.836895,1989.811714
13627.80321,3891.36565,1857.425047
12361.43782,3530.311105,1684.921209
11227.4591,3206.699254,1531.138718
10459.88389,2987.392049,1425.496832
10021.26948,2861.691577,1365.321075
9819.34638,2804.190298,1338.576294
9747.135471,2784.131712,1329.215621
10005.22261,2857.67986,1363.983836
10887.80038,3109.080803,1484.335351
12554.00025,3585.137906,1711.66599
13683.96725,3907.412518,1865.448482
14032.98664,4007.705447,1913.589088
14261.65452,4073.230161,1944.345586
14415.43701,4117.35905,1964.404172
14464.91486,4130.73144,1971.090367
14365.95917,4102.64942,1957.717976
14250.95661,4070.555683,1943.008347
14062.4059,4015.728882,1917.600805
13998.21843,3998.344774,1908.240131
14426.13492,4120.033528,1967.07865
15049.28832,4297.886322,2052.661949
14827.30664,4235.036087,2021.905451
14328.51647,4091.951508,1953.706259
13789.60913,3938.169017,1880.158111
13060.81385,3730.896963,1781.202421
12089.9783,3452.75124,1647.478516
11105.77035,3171.931038,1513.75461
10314.12483,2945.937638,1405.438247
9836.730488,2809.539254,1341.250772
9593.35298,2738.665584,1307.819796
9502.420724,2713.258042,1295.784644
9588.004023,2738.665584,1307.819796
9989.17574,2853.668143,1362.646597
10683.20281,3051.579523,1456.253331
11424.03325,3261.526055,1557.883499
12207.65533,3486.182216,1664.862623
12709.11998,3630.604034,1733.061815
12932.4389,3693.45427,1762.481074
12808.07567,3657.348815,1746.434206
12566.0354,3589.149623,1713.003229
12238.41183,3495.542889,1667.537101
12037.82597,3438.04161,1640.79232
12041.83769,3439.378849,1640.79232
12616.85048,3602.522014,1721.026664
13828.38907,3948.866929,1885.507067
13928.682,3978.286188,1898.879458
13522.16132,3861.94639,1842.715418
13107.61722,3744.269354,1787.888616
12477.77762,3563.742081,1700.968078
11674.09695,3333.736964,1591.314475
10815.58948,3089.022217,1474.974678
10118.88793,2889.773598,1378.693466
9700.332104,2770.759322,1322.529425
9478.350421,2706.571847,1291.772927
9406.139512,2685.176022,1282.412254
9495.734529,2711.920803,1294.447405
9777.891969,2793.492386,1333.227338
10295.40348,2940.588682,1404.101008
10818.26395,3089.022217,1474.974678
11597.87432,3312.341139,1580.616563
12127.42099,3463.449152,1652.827472
12416.26462,3546.357973,1692.944643
12517.89479,3575.777233,1706.317034
12479.11486,3563.742081,1700.968078
12352.07715,3527.636627,1683.58397
12218.35324,3490.193933,1666.199862
12271.84281,3504.903563,1672.886058
12979.24227,3706.82666,1769.16727
14418.11149,4117.35905,1965.741411
14642.76765,4181.546525,1996.497909
14296.42274,4082.590834,1949.694542
13757.5154,3928.808343,1876.146394
12888.31001,3681.419118,1757.132118
11833.2284,3379.203092,1612.7103
10851.69493,3099.720129,1478.986395
10188.42436,2909.832183,1389.391378
9860.800791,2816.22545,1343.92525
9732.425841,2780.119995,1326.541142
9771.205774,2790.817907,1331.890099
10124.23688,2891.110837,1380.030705
11123.15446,3175.942755,1516.429088
13005.98705,3714.850094,1773.178987
14015.60253,4002.356491,1909.57737
14147.9892,4039.799185,1929.635956
14268.34072,4074.5674,1944.345586
14256.30556,4071.892922,1944.345586
14194.79257,4053.171575,1934.984912
14083.80173,4022.415077,1920.275283
13979.49708,3991.658579,1905.565653
13831.06354,3950.204168,1885.507067
13879.20415,3964.913798,1892.193263
14464.91486,4130.73144,1971.090367
15839.5966,4523.879723,2159.641074
16012.10044,4573.357568,2183.711377
15634.99903,4465.041204,2131.559053
15047.95108,4297.886322,2052.661949
14020.95149,4005.030969,1910.914609
12715.80617,3630.604034,1734.399054
11544.38476,3296.29427,1572.593129
10810.24052,3087.684978,1473.637438
10409.0688,2974.019658,1418.810637
10216.50638,2917.855618,1392.065856
10197.78503,2912.506661,1390.728617
10491.97762,2996.752722,1430.845789
11442.75459,3268.21225,1559.220738
13252.03903,3784.386525,1806.609963
14253.63109,4070.555683,1944.345586
14351.24954,4098.637703,1956.380737
14336.53991,4093.288747,1955.043498
14268.34072,4074.5674,1944.345586
14103.86031,4027.764033,1922.949761
13861.82004,3958.227602,1890.856024
13666.58314,3903.400801,1862.774003
13436.57802,3837.876087,1832.017505
13359.01816,3815.143024,1821.319593
13819.02839,3946.192451,1882.832589
15101.44065,4313.933191,2059.348144
15275.28172,4362.073797,2082.081208
14907.54098,4257.769151,2032.603363
14300.43445,4083.928074,1949.694542
13333.61062,3808.456828,1817.307876
12056.54732,3442.053327,1643.466798
10917.21964,3118.441476,1488.347068
10185.74988,2908.494944,1388.054139
9781.903686,2793.492386,1333.227338
9588.004023,2738.665584,1306.482557
9588.004023,2738.665584,1307.819796
9859.463551,2814.88821,1343.92525
10824.95015,3091.696695,1476.311917
12632.89735,3607.87097,1722.363903
13677.28105,3906.075279,1864.111242
13780.24846,3935.494538,1878.820872
13789.60913,3938.169017,1880.158111
13778.91122,3935.494538,1878.820872
13750.8292,3927.471104,1874.809155
13609.08186,3886.016693,1856.087808
13478.03243,3849.911239,1837.366461
13207.91014,3771.014135,1801.261007
13094.24483,3738.920397,1785.214138
13472.68348,3847.236761,1836.029222
14669.51243,4189.569959,1999.172387
14832.6556,4236.373326,2021.905451
14468.92657,4132.06868,1972.427606
13885.89035,3964.913798,1893.530502
12941.79957,3696.128748,1763.818313
11684.79486,3336.411442,1592.651714
10569.53749,3019.485786,1440.206462
9848.765639,2812.213732,1342.588011
9477.013182,2706.571847,1291.772927
9307.183822,2658.431241,1269.039863
9321.893451,2662.442958,1270.377102
9632.132912,2750.700736,1313.168752
