Type,id,edges--fuel_demand_edge--unidirectional,edges--fuel_demand_edge--commodity,edges--fuel_demand_edge--has_capacity,edges--fuel_edge--unidirectional,edges--fuel_edge--commodity,edges--fuel_edge--has_capacity,edges--co2_edge--end_vertex,edges--co2_edge--unidirectional,edges--co2_edge--commodity,edges--co2_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--fuel_demand_edge--end_vertex,edges--fuel_edge--start_vertex,transforms--emission_rate
FuelsEndUse,SE_Gasoline_Use,true,Gasoline,false,true,Gasoline,false,co2_sink,true,CO2,false,true,LiquidFuels,gasoline_demand_SE,gasoline_SE,0.241238471
FuelsEndUse,MIDAT_Gasoline_Use,true,Gasoline,false,true,Gasoline,false,co2_sink,true,CO2,false,true,LiquidFuels,gasoline_demand_MIDAT,gasoline_MIDAT,0.241238471
FuelsEndUse,NE_Gasoline_Use,true,Gasoline,false,true,Gasoline,false,co2_sink,true,CO2,false,true,LiquidFuels,gasoline_demand_NE,gasoline_NE,0.241238471
FuelsEndUse,SE_JetFuel_Use,true,JetFuel,false,true,JetFuel,false,co2_sink,true,CO2,false,true,LiquidFuels,jetfuel_demand_SE,jetfuel_SE,0.246356685
FuelsEndUse,MIDAT_JetFuel_Use,true,JetFuel,false,true,JetFuel,false,co2_sink,true,CO2,false,true,LiquidFuels,jetfuel_demand_MIDAT,jetfuel_MIDAT,0.246356685
FuelsEndUse,NE_JetFuel_Use,true,JetFuel,false,true,JetFuel,false,co2_sink,true,CO2,false,true,LiquidFuels,jetfuel_demand_NE,jetfuel_NE,0.246356685
FuelsEndUse,SE_Diesel_Use,true,Diesel,false,true,Diesel,false,co2_sink,true,CO2,false,true,LiquidFuels,diesel_demand_SE,diesel_SE,0.252839756
FuelsEndUse,MIDAT_Diesel_Use,true,Diesel,false,true,Diesel,false,co2_sink,true,CO2,false,true,LiquidFuels,diesel_demand_MIDAT,diesel_MIDAT,0.252839756
FuelsEndUse,NE_Diesel_Use,true,Diesel,false,true,Diesel,false,co2_sink,true,CO2,false,true,LiquidFuels,diesel_demand_NE,diesel_NE,0.252839756
