Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3,Demand_Zero
487,107085,75614,33410,31937.18,30440.74,15988.28,0
488,112126,81488,35679,31937.18,30440.74,15988.28,0
489,123816,88428,38685,31937.18,30440.74,15988.28,0
490,136848,94105,41386,31937.18,30440.74,15988.28,0
491,148554,99176,43648,31937.18,30440.74,15988.28,0
492,158822,103435,45404,31937.18,30440.74,15988.28,0
493,168296,106886,46702,31937.18,30440.74,15988.28,0
494,175213,109342,47448,31937.18,30440.74,15988.28,0
495,179108,111313,48021,31937.18,30440.74,15988.28,0
496,181264,113446,48681,31937.18,30440.74,15988.28,0
497,182580,114560,49142,31937.18,30440.74,15988.28,0
498,182333,113455,49027,31937.18,30440.74,15988.28,0
499,178381,110276,48263,31937.18,30440.74,15988.28,0
500,173005,109642,47643,31937.18,30440.74,15988.28,0
501,167950,107463,47019,31937.18,30440.74,15988.28,0
502,160015,100567,44589,31937.18,30440.74,15988.28,0
503,147518,92967,41043,31937.18,30440.74,15988.28,0
504,134351,86184,37644,31937.18,30440.74,15988.28,0
